cash,date,equity,future_expiry,future_mark,future_qty,margin_headroom,margin_required,option_expiry,option_mark,option_qty,option_strike,option_type,recovery_basis,spot
27604483.161007863,2021-06-28,27540853.161007863,,0,0,604483.1610078625,27000000.0,2021-07-29,35.35,1800,15000.0,put,0.0,15814.7
27611603.364997804,2021-06-29,27548333.364997804,,0,0,611603.3649978042,27000000.0,2021-07-29,35.15,1800,15000.0,put,0.0,15748.45
27618725.4055483,2021-06-30,27552395.4055483,,0,0,618725.4055483006,27000000.0,2021-07-29,36.85,1800,15000.0,put,0.0,15721.5
27625849.283133063,2021-07-01,27562039.283133063,,0,0,625849.2831330635,27000000.0,2021-07-29,35.45,1800,15000.0,put,0.0,15680.0
27632974.998225935,2021-07-02,27586264.998225935,,0,0,632974.9982259348,27000000.0,2021-07-29,25.95,1800,15000.0,put,0.0,15722.2
27640102.551300876,2021-07-05,27610402.551300876,,0,0,640102.5513008758,27000000.0,2021-07-29,16.5,1800,15000.0,put,0.0,15834.35
27647231.942831967,2021-07-06,27614921.942831967,,0,0,647231.942831967,27000000.0,2021-07-29,17.95,1800,15000.0,put,0.0,15818.25
27654363.17329341,2021-07-07,27628893.17329341,,0,0,654363.1732934117,27000000.0,2021-07-29,14.15,1800,15000.0,put,0.0,15879.65
27661496.24315954,2021-07-08,27610376.24315954,,0,0,661496.24315954,27000000.0,2021-07-29,28.4,1800,15000.0,put,0.0,15727.9
27668631.1529048,2021-07-09,27628401.1529048,,0,0,668631.1529048011,27000000.0,2021-07-29,22.35,1800,15000.0,put,0.0,15689.8
27675767.903003763,2021-07-12,27640397.903003763,,0,0,675767.9030037634,27000000.0,2021-07-29,19.65,1800,15000.0,put,0.0,15692.6
27682906.493931126,2021-07-13,27659866.493931126,,0,0,682906.4939311258,27000000.0,2021-07-29,12.8,1800,15000.0,put,0.0,15812.35
27690046.926161703,2021-07-14,27670246.926161703,,0,0,690046.9261617027,27000000.0,2021-07-29,11.0,1800,15000.0,put,0.0,15853.95
27697189.200170435,2021-07-15,27682879.200170435,,0,0,697189.200170435,27000000.0,2021-07-29,7.95,1800,15000.0,put,0.0,15924.2
27704333.316432383,2021-07-16,27691823.316432383,,0,0,704333.3164323829,27000000.0,2021-07-29,6.95,1800,15000.0,put,0.0,15923.4
27711479.275422733,2021-07-19,27694829.275422733,,0,0,711479.2754227333,27000000.0,2021-07-29,9.25,1800,15000.0,put,0.0,15752.4
27718627.077616792,2021-07-20,27695947.077616792,,0,0,718627.0776167922,27000000.0,2021-07-29,12.6,1800,15000.0,put,0.0,15632.1
27725776.72348999,2021-07-22,27719026.72348999,,0,0,725776.7234899886,27000000.0,2021-07-29,3.75,1800,15000.0,put,0.0,15824.05
27732928.213517874,2021-07-23,27728068.213517874,,0,0,732928.2135178745,27000000.0,2021-07-29,2.7,1800,15000.0,put,0.0,15856.05
27740081.548176125,2021-07-26,27736571.548176125,,0,0,740081.5481761247,27000000.0,2021-07-29,1.95,1800,15000.0,put,0.0,15824.45
27747236.727940537,2021-07-27,27745166.727940537,,0,0,747236.727940537,27000000.0,2021-07-29,1.15,1800,15000.0,put,0.0,15746.45
27754393.75328703,2021-07-28,27753133.75328703,,0,0,754393.7532870285,27000000.0,2021-07-29,0.7,1800,15000.0,put,0.0,15709.4
27761552.624691647,2021-07-29,27761552.624691647,,0,0,27761552.624691647,0.0,,0,0,,,0.0,15778.45
27829639.213089395,2021-07-30,27768496.713089395,,0,0,79639.21308939531,27750000.0,2021-08-26,33.05,1850,15000.0,put,0.0,15763.05
27836817.49304515,2021-08-02,27791677.49304515,,0,0,86817.49304515123,27750000.0,2021-08-26,24.4,1850,15000.0,put,0.0,15885.15
27843997.624541372,2021-08-03,27802557.624541372,,0,0,93997.62454137206,27750000.0,2021-08-26,22.4,1850,15000.0,put,0.0,16130.75
27851179.60805564,2021-08-04,27821117.10805564,,0,0,101179.60805564001,27750000.0,2021-08-26,16.25,1850,15000.0,put,0.0,16258.8
27858363.444065653,2021-08-05,27834035.944065653,,0,0,108363.44406565279,27750000.0,2021-08-26,13.15,1850,15000.0,put,0.0,16294.6
27865549.133049242,2021-08-06,27842886.633049242,,0,0,115549.1330492422,27750000.0,2021-08-26,12.25,1850,15000.0,put,0.0,16238.2
27872736.675484356,2021-08-09,27858491.675484356,,0,0,122736.67548435554,27750000.0,2021-08-26,7.7,1850,15000.0,put,0.0,16258.25
27879926.071849063,2021-08-10,27867438.571849063,,0,0,129926.07184906304,27750000.0,2021-08-26,6.75,1850,15000.0,put,0.0,16280.1
27887117.322621565,2021-08-11,27876017.322621565,,0,0,137117.3226215653,27750000.0,2021-08-26,6.0,1850,15000.0,put,0.0,16282.25
27894310.42828018,2021-08-12,27884227.92828018,,0,0,144310.42828017846,27750000.0,2021-08-26,5.45,1850,15000.0,put,0.0,16364.4
27901505.389303345,2021-08-13,27888555.389303345,,0,0,151505.38930334523,27750000.0,2021-08-26,7.0,1850,15000.0,put,0.0,16529.1
27908702.206169635,2021-08-16,27897232.206169635,,0,0,158702.20616963506,27750000.0,2021-08-26,6.2,1850,15000.0,put,0.0,16563.05
27915900.879357733,2021-08-17,27905725.879357733,,0,0,165900.87935773283,27750000.0,2021-08-26,5.5,1850,15000.0,put,0.0,16614.6
27923101.409346458,2021-08-18,27917921.409346458,,0,0,173101.40934645757,27750000.0,2021-08-26,2.8,1850,15000.0,put,0.0,16568.85
27930303.79661474,2021-08-20,27926141.29661474,,0,0,180303.79661474004,27750000.0,2021-08-26,2.25,1850,15000.0,put,0.0,16450.5
27937508.041641645,2021-08-23,27934733.041641645,,0,0,187508.04164164513,27750000.0,2021-08-26,1.5,1850,15000.0,put,0.0,16496.45
27944714.144906353,2021-08-24,27942216.644906353,,0,0,194714.1449063532,27750000.0,2021-08-26,1.35,1850,15000.0,put,0.0,16624.6
27951922.106888175,2021-08-25,27950627.106888175,,0,0,201922.106888175,27750000.0,2021-08-26,0.7,1850,15000.0,put,0.0,16634.65
27959131.92806654,2021-08-26,27959131.92806654,,0,0,27959131.92806654,0.0,,0,0,,,0.0,16636.9
28026766.073636606,2021-08-27,27966128.573636606,,0,0,376766.07363660634,27650000.0,2021-09-30,34.65,1750,15800.0,put,0.0,16705.2
28033995.199806392,2021-08-30,28001620.199806392,,0,0,383995.1998063922,27650000.0,2021-09-30,18.5,1750,15800.0,put,0.0,16931.05
28041226.19063174,2021-08-31,28006576.19063174,,0,0,391226.1906317398,27650000.0,2021-09-30,19.8,1750,15800.0,put,0.0,17132.2
28048459.04659361,2021-09-01,28018271.54659361,,0,0,398459.0465936102,27650000.0,2021-09-30,17.25,1750,15800.0,put,0.0,17076.25
28055693.768173087,2021-09-02,28031368.768173087,,0,0,405693.7681730874,27650000.0,2021-09-30,13.9,1750,15800.0,put,0.0,17234.15
28062930.355851386,2021-09-03,28038780.355851386,,0,0,412930.35585138574,27650000.0,2021-09-30,13.8,1750,15800.0,put,0.0,17323.6
28070168.81010984,2021-09-06,28045931.31010984,,0,0,420168.81010983884,27650000.0,2021-09-30,13.85,1750,15800.0,put,0.0,17377.8
28077409.131429907,2021-09-07,28051246.631429907,,0,0,427409.13142990693,27650000.0,2021-09-30,14.95,1750,15800.0,put,0.0,17362.1
28084651.320293173,2021-09-08,28058751.320293173,,0,0,434651.3202931732,27650000.0,2021-09-30,14.8,1750,15800.0,put,0.0,17353.5
28091895.377181344,2021-09-09,28071857.877181344,,0,0,441895.37718134373,27650000.0,2021-09-30,11.45,1750,15800.0,put,0.0,17369.25
28099141.30257625,2021-09-13,28083041.30257625,,0,0,449141.3025762513,27650000.0,2021-09-30,9.2,1750,15800.0,put,0.0,17355.3
28106389.09695985,2021-09-14,28091601.59695985,,0,0,456389.0969598517,27650000.0,2021-09-30,8.45,1750,15800.0,put,0.0,17380.0
28113638.760814227,2021-09-15,28099551.260814227,,0,0,463638.76081422716,27650000.0,2021-09-30,8.05,1750,15800.0,put,0.0,17519.45
28120890.29462158,2021-09-16,28107590.29462158,,0,0,470890.29462157935,27650000.0,2021-09-30,7.6,1750,15800.0,put,0.0,17629.5
28128143.69886424,2021-09-17,28115893.69886424,,0,0,478143.6988642402,27650000.0,2021-09-30,7.0,1750,15800.0,put,0.0,17585.15
28135398.97402466,2021-09-20,28118336.47402466,,0,0,485398.9740246609,27650000.0,2021-09-30,9.75,1750,15800.0,put,0.0,17396.9
28142656.120585423,2021-09-21,28132506.120585423,,0,0,492656.12058542296,27650000.0,2021-09-30,5.8,1750,15800.0,put,0.0,17562.0
28149915.139029223,2021-09-22,28142040.139029223,,0,0,499915.1390292235,27650000.0,2021-09-30,4.5,1750,15800.0,put,0.0,17546.65
28157176.029838894,2021-09-23,28152101.029838894,,0,0,507176.02983889356,27650000.0,2021-09-30,2.9,1750,15800.0,put,0.0,17822.95
28164438.793497384,2021-09-24,28160588.793497384,,0,0,514438.7934973836,27650000.0,2021-09-30,2.2,1750,15800.0,put,0.0,17853.2
28171703.43048777,2021-09-27,28168903.43048777,,0,0,521703.4304877706,27650000.0,2021-09-30,1.6,1750,15800.0,put,0.0,17855.1
28178969.941293254,2021-09-28,28176607.441293254,,0,0,528969.9412932545,27650000.0,2021-09-30,1.35,1750,15800.0,put,0.0,17748.6
28186238.32639716,2021-09-29,28184488.32639716,,0,0,536238.3263971582,27650000.0,2021-09-30,1.0,1750,15800.0,put,0.0,17711.3
28193508.586282935,2021-09-30,28193508.586282935,,0,0,28193508.586282935,0.0,,0,0,,,0.0,17618.15
28325678.995006196,2021-10-01,28200361.495006196,,0,0,688178.9950061962,27637500.0,2021-10-28,75.95,1650,16750.0,put,0.0,17532.05
28332985.2217311,2021-10-04,28263025.2217311,,0,0,695485.2217311002,27637500.0,2021-10-28,42.4,1650,16750.0,put,0.0,17691.25
28340293.33299861,2021-10-05,28289803.33299861,,0,0,702793.332998611,27637500.0,2021-10-28,30.6,1650,16750.0,put,0.0,17822.3
28347603.32929482,2021-10-06,28260895.82929482,,0,0,710103.3292948194,27637500.0,2021-10-28,52.55,1650,16750.0,put,0.0,17646.0
