cash,date,equity,future_expiry,future_mark,future_qty,margin_headroom,margin_required,option_expiry,option_mark,option_qty,option_strike,option_type,recovery_basis,spot
16917407.73027166,2020-03-31,16917407.73027166,,0,0,16917407.73027166,0.0,,0,0,,,0.0,8597.75
16917998.7089819,2020-04-01,16917998.7089819,2020-06-25,8280.25,1875,14589178.396481901,2328820.3125,,0,0,,,10152.349999999999,8253.8
16767167.08319204,2020-04-03,16609573.33319204,2020-06-25,8113.75,1875,12829667.08319204,3937500.0,2020-06-25,84.05,1875,10500.0,call,10152.349999999999,8083.8
16771491.947717465,2020-04-07,16507960.697717465,2020-06-25,8113.75,1875,12833991.947717465,3937500.0,2020-06-25,140.55,1875,10500.0,call,10152.349999999999,8792.2
16775817.927783346,2020-04-08,16562349.177783346,2020-06-25,8113.75,1875,12838317.927783346,3937500.0,2020-06-25,113.85,1875,10500.0,call,10152.349999999999,8748.75
16780145.023677416,2020-04-09,16484270.023677416,2020-06-25,8113.75,1875,12842645.023677416,3937500.0,2020-06-25,157.8,1875,10500.0,call,10152.349999999999,9111.9
18488350.11440773,2020-04-13,18210662.61440773,2020-06-25,9022.25,1875,14550850.11440773,3937500.0,2020-06-25,148.1,1875,10500.0,call,10152.349999999999,8993.85
18493118.93487375,2020-04-15,18260431.43487375,2020-06-25,9022.25,1875,14555618.934873749,3937500.0,2020-06-25,124.1,1875,10500.0,call,10152.349999999999,8925.3
18566437.912103973,2020-04-16,18330000.412103973,2020-06-25,9058.8,1875,14628937.912103973,3937500.0,2020-06-25,126.1,1875,10500.0,call,10152.349999999999,8992.8
18571226.87426384,2020-04-17,18255476.87426384,2020-06-25,9058.8,1875,14633726.874263842,3937500.0,2020-06-25,168.4,1875,10500.0,call,10152.349999999999,9266.75
19000251.468993314,2020-04-20,18716845.218993314,2020-06-25,9285.0,1875,15062751.468993314,3937500.0,2020-06-25,151.15,1875,10500.0,call,10152.349999999999,9261.85
18472139.879590474,2020-04-21,18262233.629590474,2020-06-25,9000.8,1875,14534639.879590474,3937500.0,2020-06-25,111.95,1875,10500.0,call,10152.349999999999,8981.45
18476904.51884513,2020-04-22,18240185.76884513,2020-06-25,9000.8,1875,14539404.51884513,3937500.0,2020-06-25,126.25,1875,10500.0,call,10152.349999999999,9187.3
19076480.020630747,2020-04-23,18849136.270630747,2020-06-25,9317.95,1875,15138980.020630747,3937500.0,2020-06-25,121.25,1875,10500.0,call,10152.349999999999,9313.9
18785636.7726698,2020-04-24,18610324.2726698,2020-06-25,9160.25,1875,14848136.7726698,3937500.0,2020-06-25,93.5,1875,10500.0,call,10152.349999999999,9154.4
19070679.528682593,2020-04-27,18878023.278682593,2020-06-25,9309.65,1875,15133179.528682593,3937500.0,2020-06-25,102.75,1875,10500.0,call,10152.349999999999,9282.3
19278150.785307053,2020-04-28,19077525.785307053,2020-06-25,9417.65,1875,15340650.785307053,3937500.0,2020-06-25,107.0,1875,10500.0,call,10152.349999999999,9380.9
19582825.608426284,2020-04-29,19373294.358426284,2020-06-25,9577.45,1875,15645325.608426284,3937500.0,2020-06-25,111.75,1875,10500.0,call,10152.349999999999,9553.35
20075502.47812687,2020-04-30,19759283.72812687,2020-06-25,9837.45,1875,16138002.478126869,3937500.0,2020-06-25,168.65,1875,10500.0,call,10152.349999999999,9859.9
19092300.809619244,2020-05-04,18922332.059619244,2020-06-25,9310.45,1875,15154800.809619244,3937500.0,2020-06-25,90.65,1875,10500.0,call,10152.349999999999,9293.5
19097225.41101855,2020-05-05,18946944.16101855,2020-06-25,9310.45,1875,15159725.41101855,3937500.0,2020-06-25,80.15,1875,10500.0,call,10152.349999999999,9205.6
19073268.834735673,2020-05-06,18922518.834735673,2020-06-25,9295.05,1875,15135768.834735673,3937500.0,2020-06-25,80.4,1875,10500.0,call,10152.349999999999,9270.9
18938371.22240634,2020-05-07,18814902.47240634,2020-06-25,9220.5,1875,15000871.222406339,3937500.0,2020-06-25,65.85,1875,10500.0,call,10152.349999999999,9199.05
18990049.436337713,2020-05-08,18882611.936337713,2020-06-25,9245.45,1875,15052549.436337713,3937500.0,2020-06-25,57.3,1875,10500.0,call,10152.349999999999,9251.5
