date,nifty_tr,synthetic_nifty_wheel
2021-06-16,26325231.0516043,24865245.103960194
2021-06-17,26205618.23449142,24733995.103960194
2021-06-18,26192118.655914575,24745170.103960194
2021-06-21,26297623.594549395,24817920.10396019
2021-06-22,26341421.187436502,24862245.10396019
2021-06-23,26198131.46647653,24747345.10396019
2021-06-24,26372444.482398193,24879376.73378929
2021-06-25,26489191.271130376,24962553.949539293
2021-06-28,26412919.821978692,24918378.949539293
2021-06-29,26313182.03433034,24824028.949539293
2021-06-30,26268846.329992164,24779253.949539293
2021-07-01,26199476.745104205,24720978.949539293
2021-07-02,26269969.3451944,24769878.949539293
2021-07-05,26459840.800897006,24942678.949539293
2021-07-06,26432888.436043404,24911928.949539293
2021-07-07,26535515.648222502,24985353.949539293
2021-07-08,26290031.5438593,24758853.949539293
2021-07-09,26227505.33285995,24740778.949539293
2021-07-12,26232219.657094326,24726903.949539293
2021-07-13,26432373.720742386,24910353.94953929
2021-07-14,26504071.22255997,24964428.94953929
2021-07-15,26627556.10250555,25064928.94953929
2021-07-16,26626222.521952897,25064853.94953929
2021-07-19,26340216.2857091,24788328.94953929
2021-07-20,26139126.376059186,24616203.94953929
2021-07-22,26462741.923502777,24889578.94953929
2021-07-23,26523454.932873517,24944628.94953929
2021-07-26,26470626.426068455,24895803.94953929
2021-07-27,26342661.183388963,24766578.94953929
2021-07-28,26289025.509407297,24729378.94953929
2021-07-29,26409971.907072827,24821225.81617849
2021-07-30,26384142.557421457,24777491.78837849
2021-08-02,26590215.847031284,24975416.78837849
2021-08-03,27001332.9956489,25294541.78837849
2021-08-04,27215653.42815013,25445066.78837849
2021-08-05,27279361.144726828,25503941.78837849
2021-08-06,27184957.679289084,25449716.78837849
2021-08-09,27220391.14853455,25469216.78837849
2021-08-10,27256935.934907228,25491116.78837849
2021-08-11,27261065.35539044,25501241.78837849
2021-08-12,27401617.726794966,25606541.78837849
2021-08-13,27677388.1473934,25766516.788378485
2021-08-16,27734240.79200647,25813616.78837849
2021-08-17,27822760.12570751,25859816.788378485
2021-08-18,27746161.130455174,25859066.788378485
2021-08-20,27547902.15496089,25725491.78837849
2021-08-23,27625717.750015642,25819916.78837849
2021-08-24,27840365.728617523,25956416.78837849
2021-08-25,27857129.070125863,25987466.788378485
2021-08-26,27860930.944508422,26021272.189513583
2021-08-27,27975338.11823595,26021059.317353584
2021-08-30,28353560.279888142,26046899.317353584
2021-08-31,28690359.55788295,26044819.317353584
2021-09-01,28596669.675021622,26048899.317353584
2021-09-02,28863958.991228197,26054259.317353584
2021-09-03,29013764.539976116,26054419.317353584
2021-09-06,29104564.9983067,26054339.317353584
2021-09-07,29078220.93335431,26052579.317353584
2021-09-08,29076150.37407519,26052819.317353584
2021-09-09,29102576.325552747,26058179.317353584
2021-09-13,29079215.269731287,26061779.317353584
2021-09-14,29120614.757238615,26062979.317353584
2021-09-15,29354237.013528235,26063619.317353584
2021-09-16,29538657.166270003,26064339.317353584
2021-09-17,29464339.2956472,26065299.317353584
2021-09-20,29148935.796869945,26060899.317353584
2021-09-21,29425525.08272001,26067219.317353584
2021-09-22,29399777.619593807,26069299.317353584
2021-09-23,29862752.33478954,26071859.317353584
2021-09-24,29913428.39579033,26072979.317353584
2021-09-27,29916645.36642173,26073939.317353584
2021-09-28,29738214.62809187,26074339.317353584
2021-09-29,29675665.02094248,26074899.317353584
2021-09-30,29519589.30398208,26076499.317353584
2021-10-01,29375328.642795183,26076073.812738582
2021-10-04,29642126.639850777,26128076.312738582
2021-10-05,29861652.715737358,26146366.312738582
2021-10-06,29566276.32139993,26112343.812738582
2021-10-07,29808169.116730988,26149698.812738582
2021-10-08,29983780.61898024,26161866.312738582
2021-10-11,30068849.02054942,26163648.812738582
2021-10-12,30145951.033027753,26167368.812738582
2021-10-13,30430424.821443506,26170391.312738582
2021-10-14,30729474.411338244,26177986.312738582
2021-10-18,30961540.82364976,26179846.312738582
2021-10-19,30863861.8972055,26179923.812738582
2021-10-20,30608925.7482235,26183566.312738582
2021-10-21,30464817.162011903,26190696.312738582
2021-10-22,30358855.99845117,26191471.312738582
2021-10-25,30376438.20521114,26192168.812738582
2021-10-26,30644335.82131892,26192633.812738582
2021-10-27,30547908.58890215,26193176.312738582
2021-10-28,29955249.0139985,26193796.312738582
