assignment_rate,call_away_rate,call_entries,calls_away,cash,costs,futures_days,futures_entries,futures_mtm,futures_rolls,interest,option_settlement,premium,put_assignments,put_entries,recovery_basis,roll_basis_points,skipped,stale_future_marks,stale_option_marks
0.125,0.16666666666666666,30,5,27527240.340168376,494196.90983160445,613,6,9995111.749999994,24,0.0,8840078.25,6866403.75,6,48,0.0,1804.1500000000015,0,1,15
