cash_interest,costs,ending_equity,futures_mtm,open_option_liability,option_cash_settlement,premium_received,reconciliation_error,starting_capital
13316714.479772631,-516458.89768348506,40254521.83208925,13550227.500000004,-0.0,-13438552.499999998,7342591.25,-9.685754776000977e-08,20000000.0
