cash,collateral,date,equity,margin_headroom,margin_proxy,option_expiry,option_mark,option_qty,option_strike,option_type,shares,spot,ticker
239272.15634181813,239272.15634181813,2020-07-24,1308712.1563418182,239272.15634181813,0.0,,0,0,,,2400,445.6,AXISBANK
2030565.980173718,2030565.980173718,2020-07-24,2018164.280173718,1638153.980173718,392412.0,2020-07-30,3.35,3702,530.0,put,0,559.45,BHARTIARTL
767179.8169568181,767179.8169568181,2020-07-24,1580142.316956818,767179.8169568181,0.0,,0,0,,,250,3251.85,BAJFINANCE
2035272.3287618181,2035272.3287618181,2020-07-24,2035227.3287618181,1689672.3287618181,345600.0,2020-07-30,0.05,900,1920.0,put,0,2157.4,TCS
628778.113781818,1492778.113781818,2020-07-24,1708098.113781818,1236778.113781818,256000.0,2020-07-30,0.85,800,1600.0,call,800,1350.0,KOTAKBANK
223420.61018181825,223420.61018181825,2020-07-24,1573420.6101818183,223420.61018181825,0.0,,0,0,,,8000,168.75,ADANIENT
1974545.1936438181,1974545.1936438181,2020-07-27,1974494.6936438181,1646375.9936438182,328169.2,2020-07-30,0.05,1010,1624.6,put,0,2156.2,RELIANCE
150437.67298181818,1048757.6729818182,2020-07-27,1273037.6729818182,700757.6729818182,348000.0,2020-07-30,0.05,6000,290.0,call,6000,187.15,SBIN
461678.84750181815,461678.84750181815,2020-07-27,1069658.847501818,461678.84750181815,0.0,,0,0,,,1200,506.65,INDUSINDBK
557983.8428068181,1346683.842806818,2020-07-27,1543721.342806818,1079933.842806818,266750.0,2020-07-30,0.05,2750,485.0,call,2750,358.5,ICICIBANK
321258.6044218182,2142282.604421818,2020-07-27,2096658.6044218182,1520682.6044218182,621600.0,2020-07-30,208.7,2400,740.0,call,2400,948.45,INFY
239272.15634181813,239272.15634181813,2020-07-27,1274992.1563418182,239272.15634181813,0.0,,0,0,,,2400,431.55,AXISBANK
2030565.980173718,2030565.980173718,2020-07-27,2022976.8801737179,1638153.980173718,392412.0,2020-07-30,2.05,3702,530.0,put,0,559.5,BHARTIARTL
767179.8169568181,767179.8169568181,2020-07-27,1559967.316956818,767179.8169568181,0.0,,0,0,,,250,3171.15,BAJFINANCE
2035272.3287618181,2035272.3287618181,2020-07-27,2035227.3287618181,1689672.3287618181,345600.0,2020-07-30,0.05,900,1920.0,put,0,2206.8,TCS
628778.113781818,1475242.113781818,2020-07-27,1686458.113781818,1219242.113781818,256000.0,2020-07-30,0.5,800,1600.0,call,800,1322.6,KOTAKBANK
223420.61018181825,223420.61018181825,2020-07-27,1551020.6101818183,223420.61018181825,0.0,,0,0,,,8000,165.95,ADANIENT
1974545.1936438181,1974545.1936438181,2020-07-28,1974494.6936438181,1646375.9936438182,328169.2,2020-07-30,0.05,1010,1624.6,put,0,2177.7,RELIANCE
150437.67298181818,1059797.6729818182,2020-07-28,1286837.6729818182,711797.6729818182,348000.0,2020-07-30,0.05,6000,290.0,call,6000,189.45,SBIN
461678.84750181815,461678.84750181815,2020-07-28,1094018.847501818,461678.84750181815,0.0,,0,0,,,1200,526.95,INDUSINDBK
557983.8428068181,1332603.842806818,2020-07-28,1526121.3428068182,1065853.842806818,266750.0,2020-07-30,0.05,2750,485.0,call,2750,352.1,ICICIBANK
321258.6044218182,2169930.604421818,2020-07-28,2096898.6044218182,1548330.6044218182,621600.0,2020-07-30,223.0,2400,740.0,call,2400,962.85,INFY
239272.15634181813,239272.15634181813,2020-07-28,1288192.1563418182,239272.15634181813,0.0,,0,0,,,2400,437.05,AXISBANK
2030565.980173718,2030565.980173718,2020-07-28,2027604.3801737179,1638153.980173718,392412.0,2020-07-30,0.8,3702,530.0,put,0,564.6,BHARTIARTL
767179.8169568181,767179.8169568181,2020-07-28,1577079.816956818,767179.8169568181,0.0,,0,0,,,250,3239.6,BAJFINANCE
2035272.3287618181,2035272.3287618181,2020-07-28,2035092.3287618181,1689672.3287618181,345600.0,2020-07-30,0.2,900,1920.0,put,0,2309.75,TCS
628778.113781818,1514570.113781818,2020-07-28,1735778.113781818,1258570.113781818,256000.0,2020-07-30,0.3,800,1600.0,call,800,1384.05,KOTAKBANK
223420.61018181825,223420.61018181825,2020-07-28,1611820.6101818183,223420.61018181825,0.0,,0,0,,,8000,173.55,ADANIENT
1974545.1936438181,1974545.1936438181,2020-07-29,1974494.6936438181,1646375.9936438182,328169.2,2020-07-30,0.05,1010,1624.6,put,0,2096.65,RELIANCE
150437.67298181818,1068197.6729818182,2020-07-29,1297337.6729818182,720197.6729818182,348000.0,2020-07-30,0.05,6000,290.0,call,6000,191.2,SBIN
461678.84750181815,461678.84750181815,2020-07-29,1122278.847501818,461678.84750181815,0.0,,0,0,,,1200,550.5,INDUSINDBK
557983.8428068181,1330293.842806818,2020-07-29,1523233.842806818,1063543.842806818,266750.0,2020-07-30,0.05,2750,485.0,call,2750,351.05,ICICIBANK
321258.6044218182,2153226.604421818,2020-07-29,2094138.6044218182,1531626.6044218182,621600.0,2020-07-30,215.45,2400,740.0,call,2400,954.15,INFY
239272.15634181813,239272.15634181813,2020-07-29,1297432.1563418182,239272.15634181813,0.0,,0,0,,,2400,440.9,AXISBANK
2030565.980173718,2030565.980173718,2020-07-29,2027789.480173718,1638153.980173718,392412.0,2020-07-30,0.75,3702,530.0,put,0,566.2,BHARTIARTL
767179.8169568181,767179.8169568181,2020-07-29,1588242.316956818,767179.8169568181,0.0,,0,0,,,250,3284.25,BAJFINANCE
2035272.3287618181,2035272.3287618181,2020-07-29,2035227.3287618181,1689672.3287618181,345600.0,2020-07-30,0.05,900,1920.0,put,0,2276.05,TCS
628778.113781818,1518026.113781818,2020-07-29,1740258.113781818,1262026.113781818,256000.0,2020-07-30,0.1,800,1600.0,call,800,1389.45,KOTAKBANK
223420.61018181825,223420.61018181825,2020-07-29,1656220.6101818183,223420.61018181825,0.0,,0,0,,,8000,179.1,ADANIENT
1974545.1936438181,1974545.1936438181,2020-07-30,1974545.1936438181,1974545.1936438181,0.0,,0,0,,,0,2108.85,RELIANCE
150437.67298181818,150437.67298181818,2020-07-30,1269737.6729818182,150437.67298181818,0.0,,0,0,,,6000,186.55,SBIN
461678.84750181815,461678.84750181815,2020-07-30,1085498.847501818,461678.84750181815,0.0,,0,0,,,1200,519.85,INDUSINDBK
557983.8428068181,557983.8428068181,2020-07-30,1506596.342806818,557983.8428068181,0.0,,0,0,,,2750,344.95,ICICIBANK
2095389.1188218181,2095389.1188218181,2020-07-30,2095389.1188218181,2095389.1188218181,0.0,,0,0,,,0,961.45,INFY
239272.15634181813,239272.15634181813,2020-07-30,1261312.1563418182,239272.15634181813,0.0,,0,0,,,2400,425.85,AXISBANK
2030565.980173718,2030565.980173718,2020-07-30,2030565.980173718,2030565.980173718,0.0,,0,0,,,0,552.7,BHARTIARTL
767179.8169568181,767179.8169568181,2020-07-30,1571754.816956818,767179.8169568181,0.0,,0,0,,,250,3218.3,BAJFINANCE
2035272.3287618181,2035272.3287618181,2020-07-30,2035272.3287618181,2035272.3287618181,0.0,,0,0,,,0,2279.5,TCS
628778.113781818,628778.113781818,2020-07-30,1736778.113781818,628778.113781818,0.0,,0,0,,,800,1385.0,KOTAKBANK
245720.53658181825,1366040.5365818182,2020-07-30,1635320.5365818182,1030040.5365818182,336000.0,2020-08-27,1.35,8000,210.0,call,8000,175.05,ADANIENT
2004642.658054318,2004642.658054318,2020-07-31,1974418.408054318,1802642.658054318,202000.0,2020-08-27,59.85,505,2000.0,put,0,2067.1,RELIANCE
150437.67298181818,150437.67298181818,2020-07-31,1299137.6729818182,150437.67298181818,0.0,,0,0,,,6000,191.45,SBIN
461678.84750181815,461678.84750181815,2020-07-31,1090178.847501818,461678.84750181815,0.0,,0,0,,,1200,523.75,INDUSINDBK
557983.8428068181,557983.8428068181,2020-07-31,1511683.842806818,557983.8428068181,0.0,,0,0,,,2750,346.8,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-07-31,2095307.5491018184,1893887.5491018184,218400.0,2020-08-27,14.15,1200,910.0,put,0,966.0,INFY
239272.15634181813,239272.15634181813,2020-07-31,1275232.1563418182,239272.15634181813,0.0,,0,0,,,2400,431.65,AXISBANK
2075552.588912118,2075552.588912118,2020-07-31,2030388.188912118,1683140.588912118,392412.0,2020-08-27,12.2,3702,530.0,put,0,554.85,BHARTIARTL
767179.8169568181,767179.8169568181,2020-07-31,1580004.816956818,767179.8169568181,0.0,,0,0,,,250,3251.3,BAJFINANCE
2064667.947481818,2064667.947481818,2020-07-31,2035147.947481818,1675867.947481818,388800.0,2020-08-27,32.8,900,2160.0,put,0,2281.4,TCS
633976.624421818,1508056.624421818,2020-07-31,1721336.624421818,1252056.624421818,256000.0,2020-08-27,6.55,800,1600.0,call,800,1365.75,KOTAKBANK
245720.53658181825,1367320.5365818182,2020-07-31,1626920.5365818182,1031320.5365818182,336000.0,2020-08-27,2.6,8000,210.0,call,8000,175.25,ADANIENT
2004642.658054318,2004642.658054318,2020-08-03,1966666.658054318,1802642.658054318,202000.0,2020-08-27,75.2,505,2000.0,put,0,2009.0,RELIANCE
150437.67298181818,150437.67298181818,2020-08-03,1303937.6729818182,150437.67298181818,0.0,,0,0,,,6000,192.25,SBIN
461678.84750181815,461678.84750181815,2020-08-03,1065338.847501818,461678.84750181815,0.0,,0,0,,,1200,503.05,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-03,1501921.342806818,557983.8428068181,0.0,,0,0,,,2750,343.25,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-03,2095367.5491018184,1893887.5491018184,218400.0,2020-08-27,14.1,1200,910.0,put,0,956.9,INFY
239272.15634181813,239272.15634181813,2020-08-03,1240912.1563418182,239272.15634181813,0.0,,0,0,,,2400,417.35,AXISBANK
2075552.588912118,2075552.588912118,2020-08-03,2026501.088912118,1683140.588912118,392412.0,2020-08-27,13.25,3702,530.0,put,0,547.35,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-03,1560804.816956818,767179.8169568181,0.0,,0,0,,,250,3174.5,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-03,2031277.947481818,1675867.947481818,388800.0,2020-08-27,37.1,900,2160.0,put,0,2254.15,TCS
633976.624421818,1471448.624421818,2020-08-03,1677736.624421818,1215448.624421818,256000.0,2020-08-27,3.85,800,1600.0,call,800,1308.55,KOTAKBANK
245720.53658181825,1348120.5365818182,2020-08-03,1607320.5365818182,1012120.5365818182,336000.0,2020-08-27,2.05,8000,210.0,call,8000,172.25,ADANIENT
2004642.658054318,2004642.658054318,2020-08-04,1987472.658054318,1802642.658054318,202000.0,2020-08-27,34.0,505,2000.0,put,0,2150.6,RELIANCE
150437.67298181818,150437.67298181818,2020-08-04,1300037.6729818182,150437.67298181818,0.0,,0,0,,,6000,191.6,SBIN
461678.84750181815,461678.84750181815,2020-08-04,1052798.847501818,461678.84750181815,0.0,,0,0,,,1200,492.6,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-04,1523233.842806818,557983.8428068181,0.0,,0,0,,,2750,351.0,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-04,2095187.5491018184,1893887.5491018184,218400.0,2020-08-27,14.25,1200,910.0,put,0,949.85,INFY
239272.15634181813,239272.15634181813,2020-08-04,1269232.1563418182,239272.15634181813,0.0,,0,0,,,2400,429.15,AXISBANK
2075552.588912118,2075552.588912118,2020-08-04,2031498.788912118,1683140.588912118,392412.0,2020-08-27,11.9,3702,530.0,put,0,549.0,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-04,1576079.816956818,767179.8169568181,0.0,,0,0,,,250,3235.6,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-04,2030917.947481818,1675867.947481818,388800.0,2020-08-27,37.5,900,2160.0,put,0,2249.7,TCS
633976.624421818,1481304.624421818,2020-08-04,1690576.624421818,1225304.624421818,256000.0,2020-08-27,3.2,800,1600.0,call,800,1323.95,KOTAKBANK
245720.53658181825,1411160.5365818182,2020-08-04,1674120.5365818182,1075160.5365818182,336000.0,2020-08-27,3.55,8000,210.0,call,8000,182.1,ADANIENT
2004642.658054318,2004642.658054318,2020-08-05,1984695.158054318,1802642.658054318,202000.0,2020-08-27,39.5,505,2000.0,put,0,2126.45,RELIANCE
150437.67298181818,150437.67298181818,2020-08-05,1299137.6729818182,150437.67298181818,0.0,,0,0,,,6000,191.45,SBIN
461678.84750181815,461678.84750181815,2020-08-05,1052978.847501818,461678.84750181815,0.0,,0,0,,,1200,492.75,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-05,1526533.842806818,557983.8428068181,0.0,,0,0,,,2750,352.2,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-05,2093987.5491018184,1893887.5491018184,218400.0,2020-08-27,15.25,1200,910.0,put,0,944.7,INFY
239272.15634181813,239272.15634181813,2020-08-05,1283152.1563418182,239272.15634181813,0.0,,0,0,,,2400,434.95,AXISBANK
2075552.588912118,2075552.588912118,2020-08-05,2041123.988912118,1683140.588912118,392412.0,2020-08-27,9.3,3702,530.0,put,0,558.95,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-05,1582717.316956818,767179.8169568181,0.0,,0,0,,,250,3262.15,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-05,2034427.947481818,1675867.947481818,388800.0,2020-08-27,33.6,900,2160.0,put,0,2259.5,TCS
633976.624421818,1487864.624421818,2020-08-05,1698936.624421818,1231864.624421818,256000.0,2020-08-27,3.0,800,1600.0,call,800,1334.2,KOTAKBANK
245720.53658181825,1395160.5365818182,2020-08-05,1662120.5365818182,1059160.5365818182,336000.0,2020-08-27,2.55,8000,210.0,call,8000,179.6,ADANIENT
2004642.658054318,2004642.658054318,2020-08-06,1987119.158054318,1802642.658054318,202000.0,2020-08-27,34.7,505,2000.0,put,0,2134.1,RELIANCE
150437.67298181818,150437.67298181818,2020-08-06,1296137.6729818182,150437.67298181818,0.0,,0,0,,,6000,190.95,SBIN
461678.84750181815,461678.84750181815,2020-08-06,1055558.847501818,461678.84750181815,0.0,,0,0,,,1200,494.9,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-06,1544546.342806818,557983.8428068181,0.0,,0,0,,,2750,358.75,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-06,2101547.5491018184,1893887.5491018184,218400.0,2020-08-27,8.95,1200,910.0,put,0,970.85,INFY
239272.15634181813,239272.15634181813,2020-08-06,1278472.1563418182,239272.15634181813,0.0,,0,0,,,2400,433.0,AXISBANK
2075552.588912118,2075552.588912118,2020-08-06,2042604.788912118,1683140.588912118,392412.0,2020-08-27,8.9,3702,530.0,put,0,555.3,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-06,1603479.816956818,767179.8169568181,0.0,,0,0,,,250,3345.2,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-06,2045407.947481818,1675867.947481818,388800.0,2020-08-27,21.4,900,2160.0,put,0,2308.1,TCS
633976.624421818,1491640.624421818,2020-08-06,1703976.624421818,1235640.624421818,256000.0,2020-08-27,2.6,800,1600.0,call,800,1340.1,KOTAKBANK
245720.53658181825,1435800.5365818182,2020-08-06,1709720.5365818182,1099800.5365818182,336000.0,2020-08-27,2.95,8000,210.0,call,8000,185.95,ADANIENT
2004642.658054318,2004642.658054318,2020-08-07,1989719.908054318,1802642.658054318,202000.0,2020-08-27,29.55,505,2000.0,put,0,2146.45,RELIANCE
150437.67298181818,150437.67298181818,2020-08-07,1294337.6729818182,150437.67298181818,0.0,,0,0,,,6000,190.65,SBIN
461678.84750181815,461678.84750181815,2020-08-07,1072478.847501818,461678.84750181815,0.0,,0,0,,,1200,509.0,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-07,1542346.342806818,557983.8428068181,0.0,,0,0,,,2750,357.95,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-07,2098547.5491018184,1893887.5491018184,218400.0,2020-08-27,11.45,1200,910.0,put,0,950.9,INFY
239272.15634181813,239272.15634181813,2020-08-07,1279192.1563418182,239272.15634181813,0.0,,0,0,,,2400,433.3,AXISBANK
2075552.588912118,2075552.588912118,2020-08-07,2048527.988912118,1683140.588912118,392412.0,2020-08-27,7.3,3702,530.0,put,0,560.8,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-07,1633254.816956818,767179.8169568181,0.0,,0,0,,,250,3464.3,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-07,2045587.947481818,1675867.947481818,388800.0,2020-08-27,21.2,900,2160.0,put,0,2295.35,TCS
633976.624421818,1493176.624421818,2020-08-07,1705976.624421818,1237176.624421818,256000.0,2020-08-27,2.5,800,1600.0,call,800,1342.5,KOTAKBANK
245720.53658181825,1480280.5365818182,2020-08-07,1757320.5365818182,1144280.5365818182,336000.0,2020-08-27,3.95,8000,210.0,call,8000,192.9,ADANIENT
2004642.658054318,2004642.658054318,2020-08-10,1988634.158054318,1802642.658054318,202000.0,2020-08-27,31.7,505,2000.0,put,0,2119.85,RELIANCE
150437.67298181818,150437.67298181818,2020-08-10,1313237.6729818182,150437.67298181818,0.0,,0,0,,,6000,193.8,SBIN
461678.84750181815,461678.84750181815,2020-08-10,1072898.847501818,461678.84750181815,0.0,,0,0,,,1200,509.35,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-10,1557746.342806818,557983.8428068181,0.0,,0,0,,,2750,363.55,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-10,2099807.5491018184,1893887.5491018184,218400.0,2020-08-27,10.4,1200,910.0,put,0,951.35,INFY
239272.15634181813,239272.15634181813,2020-08-10,1273912.1563418182,239272.15634181813,0.0,,0,0,,,2400,431.1,AXISBANK
2075552.588912118,2075552.588912118,2020-08-10,2045566.388912118,1683140.588912118,392412.0,2020-08-27,8.1,3702,530.0,put,0,558.85,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-10,1627917.316956818,767179.8169568181,0.0,,0,0,,,250,3442.95,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-10,2045947.947481818,1675867.947481818,388800.0,2020-08-27,20.8,900,2160.0,put,0,2282.8,TCS
633976.624421818,1504504.624421818,2020-08-10,1720136.624421818,1248504.624421818,256000.0,2020-08-27,2.5,800,1600.0,call,800,1360.2,KOTAKBANK
245720.53658181825,1498200.5365818182,2020-08-10,1781320.5365818182,1162200.5365818182,336000.0,2020-08-27,3.75,8000,210.0,call,8000,195.7,ADANIENT
2004642.658054318,2004642.658054318,2020-08-11,1991260.158054318,1802642.658054318,202000.0,2020-08-27,26.5,505,2000.0,put,0,2133.8,RELIANCE
150437.67298181818,150437.67298181818,2020-08-11,1320737.6729818182,150437.67298181818,0.0,,0,0,,,6000,195.05,SBIN
461678.84750181815,461678.84750181815,2020-08-11,1088078.847501818,461678.84750181815,0.0,,0,0,,,1200,522.0,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-11,1568196.3428068182,557983.8428068181,0.0,,0,0,,,2750,367.35,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-11,2099807.5491018184,1893887.5491018184,218400.0,2020-08-27,10.4,1200,910.0,put,0,948.45,INFY
239272.15634181813,239272.15634181813,2020-08-11,1314472.1563418182,239272.15634181813,0.0,,0,0,,,2400,448.0,AXISBANK
2075552.588912118,2075552.588912118,2020-08-11,2045751.488912118,1683140.588912118,392412.0,2020-08-27,8.05,3702,530.0,put,0,551.1,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-11,1631529.816956818,767179.8169568181,0.0,,0,0,,,250,3457.4,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-11,2047792.947481818,1675867.947481818,388800.0,2020-08-27,18.75,900,2160.0,put,0,2279.9,TCS
633976.624421818,1507320.624421818,2020-08-11,1723736.624421818,1251320.624421818,256000.0,2020-08-27,2.4,800,1600.0,call,800,1364.6,KOTAKBANK
245720.53658181825,1499160.5365818182,2020-08-11,1783720.5365818182,1163160.5365818182,336000.0,2020-08-27,3.6,8000,210.0,call,8000,195.85,ADANIENT
2004642.658054318,2004642.658054318,2020-08-12,1990755.158054318,1802642.658054318,202000.0,2020-08-27,27.5,505,2000.0,put,0,2127.6,RELIANCE
150437.67298181818,150437.67298181818,2020-08-12,1370237.6729818182,150437.67298181818,0.0,,0,0,,,6000,203.3,SBIN
461678.84750181815,461678.84750181815,2020-08-12,1086458.847501818,461678.84750181815,0.0,,0,0,,,1200,520.65,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-12,1566821.3428068182,557983.8428068181,0.0,,0,0,,,2750,366.85,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-12,2101967.5491018184,1893887.5491018184,218400.0,2020-08-27,8.6,1200,910.0,put,0,954.95,INFY
239272.15634181813,239272.15634181813,2020-08-12,1321912.1563418182,239272.15634181813,0.0,,0,0,,,2400,451.1,AXISBANK
2075552.588912118,2075552.588912118,2020-08-12,2035015.688912118,1683140.588912118,392412.0,2020-08-27,10.95,3702,530.0,put,0,547.7,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-12,1621742.316956818,767179.8169568181,0.0,,0,0,,,250,3418.25,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-12,2044957.947481818,1675867.947481818,388800.0,2020-08-27,21.9,900,2160.0,put,0,2257.35,TCS
633976.624421818,1488440.624421818,2020-08-12,1700296.624421818,1232440.624421818,256000.0,2020-08-27,2.2,800,1600.0,call,800,1335.1,KOTAKBANK
245720.53658181825,1511000.5365818182,2020-08-12,1796920.5365818182,1175000.5365818182,336000.0,2020-08-27,3.8,8000,210.0,call,8000,197.7,ADANIENT
2004642.658054318,2004642.658054318,2020-08-13,1991108.658054318,1802642.658054318,202000.0,2020-08-27,26.8,505,2000.0,put,0,2122.05,RELIANCE
150437.67298181818,150437.67298181818,2020-08-13,1361837.6729818182,150437.67298181818,0.0,,0,0,,,6000,201.9,SBIN
461678.84750181815,461678.84750181815,2020-08-13,1084178.847501818,461678.84750181815,0.0,,0,0,,,1200,518.75,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-13,1570121.342806818,557983.8428068181,0.0,,0,0,,,2750,368.05,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-13,2101907.5491018184,1893887.5491018184,218400.0,2020-08-27,8.65,1200,910.0,put,0,951.2,INFY
239272.15634181813,239272.15634181813,2020-08-13,1314712.1563418182,239272.15634181813,0.0,,0,0,,,2400,448.1,AXISBANK
2075552.588912118,2075552.588912118,2020-08-13,2018356.688912118,1683140.588912118,392412.0,2020-08-27,15.45,3702,530.0,put,0,535.35,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-13,1622092.316956818,767179.8169568181,0.0,,0,0,,,250,3419.65,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-13,2045362.947481818,1675867.947481818,388800.0,2020-08-27,21.45,900,2160.0,put,0,2254.45,TCS
633976.624421818,1489176.624421818,2020-08-13,1701416.624421818,1233176.624421818,256000.0,2020-08-27,1.95,800,1600.0,call,800,1336.25,KOTAKBANK
245720.53658181825,1530520.5365818182,2020-08-13,1816120.5365818182,1194520.5365818182,336000.0,2020-08-27,4.45,8000,210.0,call,8000,200.75,ADANIENT
2004642.658054318,2004642.658054318,2020-08-14,1990224.908054318,1802642.658054318,202000.0,2020-08-27,28.55,505,2000.0,put,0,2113.8,RELIANCE
150437.67298181818,150437.67298181818,2020-08-14,1329437.6729818182,150437.67298181818,0.0,,0,0,,,6000,196.5,SBIN
461678.84750181815,461678.84750181815,2020-08-14,1070318.847501818,461678.84750181815,0.0,,0,0,,,1200,507.2,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-14,1551833.842806818,557983.8428068181,0.0,,0,0,,,2750,361.4,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-14,2103407.5491018184,1893887.5491018184,218400.0,2020-08-27,7.4,1200,910.0,put,0,953.6,INFY
239272.15634181813,239272.15634181813,2020-08-14,1285312.1563418182,239272.15634181813,0.0,,0,0,,,2400,435.85,AXISBANK
2075552.588912118,2075552.588912118,2020-08-14,2001142.388912118,1683140.588912118,392412.0,2020-08-27,20.1,3702,530.0,put,0,528.6,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-14,1599954.816956818,767179.8169568181,0.0,,0,0,,,250,3331.1,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-14,2043067.947481818,1675867.947481818,388800.0,2020-08-27,24.0,900,2160.0,put,0,2242.15,TCS
633976.624421818,1470744.624421818,2020-08-14,1678696.624421818,1214744.624421818,256000.0,2020-08-27,1.55,800,1600.0,call,800,1307.45,KOTAKBANK
245720.53658181825,1501400.5365818182,2020-08-14,1790120.5365818182,1165400.5365818182,336000.0,2020-08-27,3.15,8000,210.0,call,8000,196.2,ADANIENT
2004642.658054318,2004642.658054318,2020-08-17,1988937.158054318,1802642.658054318,202000.0,2020-08-27,31.1,505,2000.0,put,0,2091.35,RELIANCE
150437.67298181818,150437.67298181818,2020-08-17,1309037.6729818182,150437.67298181818,0.0,,0,0,,,6000,193.1,SBIN
461678.84750181815,461678.84750181815,2020-08-17,1077458.847501818,461678.84750181815,0.0,,0,0,,,1200,513.15,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-17,1548533.842806818,557983.8428068181,0.0,,0,0,,,2750,360.2,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-17,2105267.5491018184,1893887.5491018184,218400.0,2020-08-27,5.85,1200,910.0,put,0,957.5,INFY
239272.15634181813,239272.15634181813,2020-08-17,1290832.1563418182,239272.15634181813,0.0,,0,0,,,2400,438.15,AXISBANK
2075552.588912118,2075552.588912118,2020-08-17,1990961.888912118,1683140.588912118,392412.0,2020-08-27,22.85,3702,530.0,put,0,521.4,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-17,1613379.816956818,767179.8169568181,0.0,,0,0,,,250,3384.8,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-17,2048872.947481818,1675867.947481818,388800.0,2020-08-27,17.55,900,2160.0,put,0,2253.4,TCS
633976.624421818,1483608.624421818,2020-08-17,1695096.624421818,1227608.624421818,256000.0,2020-08-27,1.15,800,1600.0,call,800,1327.55,KOTAKBANK
245720.53658181825,1511640.5365818182,2020-08-17,1806120.5365818182,1175640.5365818182,336000.0,2020-08-27,2.75,8000,210.0,call,8000,197.8,ADANIENT
2004642.658054318,2004642.658054318,2020-08-18,1994795.158054318,1802642.658054318,202000.0,2020-08-27,19.5,505,2000.0,put,0,2118.55,RELIANCE
150437.67298181818,150437.67298181818,2020-08-18,1321037.6729818182,150437.67298181818,0.0,,0,0,,,6000,195.1,SBIN
461678.84750181815,461678.84750181815,2020-08-18,1087598.847501818,461678.84750181815,0.0,,0,0,,,1200,521.6,INDUSINDBK
557983.8428068181,557983.8428068181,2020-08-18,1574246.342806818,557983.8428068181,0.0,,0,0,,,2750,369.55,ICICIBANK
2112287.5491018184,2112287.5491018184,2020-08-18,2108807.5491018184,1893887.5491018184,218400.0,2020-08-27,2.9,1200,910.0,put,0,967.55,INFY
239272.15634181813,239272.15634181813,2020-08-18,1309192.1563418182,239272.15634181813,0.0,,0,0,,,2400,445.8,AXISBANK
2075552.588912118,2075552.588912118,2020-08-18,2012618.588912118,1683140.588912118,392412.0,2020-08-27,17.0,3702,530.0,put,0,526.3,BHARTIARTL
767179.8169568181,767179.8169568181,2020-08-18,1622154.816956818,767179.8169568181,0.0,,0,0,,,250,3419.9,BAJFINANCE
2064667.947481818,2064667.947481818,2020-08-18,2053687.947481818,1675867.947481818,388800.0,2020-08-27,12.2,900,2160.0,put,0,2269.75,TCS
633976.624421818,1510360.624421818,2020-08-18,1728296.624421818,1254360.624421818,256000.0,2020-08-27,1.45,800,1600.0,call,800,1369.35,KOTAKBANK
