AnnVol,CAGR,Calmar,MDD,MDD_peak,MDD_recovery,MDD_trough,Sharpe,Sortino,end,series,start
0.12468598466629775,0.09916461526861564,0.341965598460714,-0.2899841847103458,2020-02-20,2020-11-09,2020-03-23,0.3161049502574015,0.2772456823176939,36690280.87432422,wheel,20000000.0
0.1804601959342874,0.12447033796109008,0.3322631998649065,-0.37461367377337595,2020-02-12,2020-11-05,2020-03-23,0.39477839298574313,0.3629381613711181,42460973.154323,nifty_tr,20000000.0
0.18059867894513354,0.11122372894824406,0.29559523881621785,-0.3762703668491624,2020-02-12,2020-11-06,2020-03-23,0.32760721555712935,0.300600295151504,39351580.85658931,nifty_bh,20000000.0
0.2636367073974865,0.19379887597280931,0.440606512313417,-0.43984569123879447,2020-02-20,2020-11-09,2020-03-23,0.5736392929707463,0.5237621850723653,62335789.24327967,universe_bh,20000000.0
