ADANIENT,AXISBANK,BAJFINANCE,BHARTIARTL,ICICIBANK,INDUSINDBK,INFY,KOTAKBANK,RELIANCE,SBIN,TCS,date,nifty_bh,nifty_tr,universe_bh,wheel
1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,1818181.8181818181,2020-01-29,20000000.0,20000000.0,20000000.0,19999999.999999996
1817969.7653818182,1818080.3789818182,1818105.0451318182,1816736.763833218,1818105.6425818182,1818002.5397818182,1818102.501701818,1818115.2017818182,1818073.038881818,1817985.128381818,1818115.841906818,2020-01-30,19845500.638938125,19845466.730414335,19813719.37415474,19997391.848346397
1811569.7653818182,1816760.3789818182,1816117.5451318182,1823585.4638332182,1814943.1425818182,1827722.5397818182,1815582.501701818,1822555.2017818182,1803473.038881818,1832385.128381818,1805365.841906818,2020-01-31,19723978.729543675,19723931.100833695,19850858.398720577,19990060.548346397
1791169.7653818182,1805840.3789818182,1820442.5451318182,1835246.763833218,1814393.1425818182,1834862.5397818182,1811742.501701818,1825515.2017818182,1799123.038881818,1799685.128381818,1813840.841906818,2020-02-03,19304835.318850737,19304794.114226576,19586501.238351494,19951861.848346397
1808769.7653818182,1816280.3789818182,1828155.0451318182,1844131.563833218,1825393.1425818182,1841882.5397818182,1823382.501701818,1827195.2017818182,1819023.038881818,1825185.128381818,1815490.841906818,2020-02-04,19752916.44338184,19752911.228242878,19975169.53947383,20074889.148346398
1844769.7653818182,1822880.3789818182,1829055.0451318182,1847833.563833218,1827868.1425818182,1843442.5397818182,1823982.501701818,1827355.2017818182,1827523.038881818,1838085.128381818,1821040.841906818,2020-02-05,19933467.991260976,19933476.09991155,20238337.833279155,20153836.148346398
1847969.7653818182,1830680.3789818182,1830317.5451318182,1853756.763833218,1828830.6425818182,1855922.5397818182,1816782.501701818,1825755.2017818182,1831323.038881818,1853085.128381818,1818753.341906818,2020-02-06,20013932.973329484,20013885.087392647,20487479.349503215,20193176.848346397
1853569.7653818182,1833800.3789818182,1830717.5451318182,1850795.1638332182,1828280.6425818182,1852202.5397818182,1822302.501701818,1826235.2017818182,1827123.038881818,1851885.128381818,1821490.841906818,2020-02-07,19948637.61902799,19948653.36971806,20397116.434840426,20198402.748346396
1859969.7653818182,1833920.3789818182,1831367.5451318182,1851535.563833218,1829243.1425818182,1849262.5397818182,1821342.501701818,1827795.2017818182,1828223.038881818,1852485.128381818,1824003.341906818,2020-02-10,19838410.48682963,19838359.727138065,20421314.75093765,20209148.148346398
1863569.7653818182,1836200.3789818182,1831755.0451318182,1851535.563833218,1830618.1425818182,1854002.5397818182,1823382.501701818,1828755.2017818182,1833923.038881818,1858485.128381818,1825015.841906818,2020-02-11,19964384.352199186,19964335.765377264,20547407.377634957,20237243.148346398
1866369.7653818182,1837040.3789818182,1831930.0451318182,1854682.263833218,1831580.6425818182,1849862.5397818182,1827822.501701818,1828995.2017818182,1837723.038881818,1856085.128381818,1826965.841906818,2020-02-12,20118224.16422771,20118187.70241744,20704640.60965894,20249057.348346397
1868369.7653818182,1836320.3789818182,1832217.5451318182,1852646.1638332182,1831030.6425818182,1834982.5397818182,1830102.501701818,1829275.2017818182,1838073.038881818,1861785.128381818,1827453.341906818,2020-02-13,20074446.597139206,20074453.20126446,20678353.376934946,20242256.248346396
1870369.7653818182,1834400.3789818182,1832442.5451318182,1852090.863833218,1831580.6425818182,1803422.5397818182,1829742.501701818,1829435.2017818182,1839773.038881818,1856685.128381818,1828953.341906818,2020-02-14,19973535.595036894,19973486.766290016,20652532.43460859,20208895.9483464
1869969.7653818182,1836080.3789818182,1832592.5451318182,1853386.563833218,1831718.1425818182,1805642.5397818182,1830822.501701818,1830315.2017818182,1839573.038881818,1854285.128381818,1828690.841906818,2020-02-17,19861989.364771836,19866623.280663192,20599967.394883957,20213076.648346398
1870369.7653818182,1835360.3789818182,1832842.5451318182,1852831.263833218,1831855.6425818182,1784282.5397818182,1831182.501701818,1829515.2017818182,1839773.038881818,1858485.128381818,1827978.341906818,2020-02-18,19774104.456078157,19778707.888068814,20482362.964731988,20194476.348346397
1872769.7653818182,1837880.3789818182,1833042.5451318182,1853201.4638332182,1832680.6425818182,1783322.5397818182,1832022.501701818,1830635.2017818182,1841473.038881818,1862685.128381818,1830378.341906818,2020-02-19,19994064.058699865,19998766.5531504,20644285.998529132,20210091.548346397
1872769.7653818182,1839200.3789818182,1833142.5451318182,1854682.263833218,1832955.6425818182,1822382.5397818182,1832382.501701818,1830155.2017818182,1841823.038881818,1866285.128381818,1828390.841906818,2020-02-20,19919782.348818995,19924466.064353034,20725235.188787267,20254169.848346397
1869569.7653818182,1837040.3789818182,1833342.5451318182,1854682.263833218,1831855.6425818182,1814642.5397818182,1832982.501701818,1829955.2017818182,1838973.038881818,1865085.128381818,1827453.341906818,2020-02-24,19505173.337730326,19509745.99217877,20299674.09910301,20235582.348346397
1871569.7653818182,1839320.3789818182,1833380.0451318182,1854682.263833218,1832543.1425818182,1804982.5397818182,1833462.501701818,1830235.2017818182,1836923.038881818,1867185.128381818,1829290.841906818,2020-02-25,19453233.851354137,19457812.006254163,20335194.424019273,20233574.848346397
1871969.7653818182,1839800.3789818182,1833567.5451318182,1854682.263833218,1832268.1425818182,1786862.5397818182,1833222.501701818,1830515.2017818182,1830073.038881818,1868085.128381818,1829965.841906818,2020-02-26,19256358.464899626,19260836.417929385,20156254.84646429,20211012.348346397
1873169.7653818182,1840880.3789818182,1833680.0451318182,1854867.363833218,1833505.6425818182,1760742.2757818182,1834422.501701818,1830715.2017818182,1827794.3488818181,1868685.128381818,1830528.341906818,2020-02-27,19181829.424131252,19186336.22821351,19959445.97863981,20188990.9943464
1872788.3781818182,1840611.7903418182,1833469.742006818,1854743.2867406183,1833337.4596818183,1746816.8703018182,1834142.8517018182,1830586.177461818,1770134.048381818,1868243.6547818182,1830291.708306818,2020-02-28,18470258.460777443,18474590.407542586,19068555.690685537,20115165.9678888
1877188.3781818182,1830771.7903418182,1824357.242006818,1854743.2867406183,1839937.4596818183,1724676.8703018182,1852142.8517018182,1823626.177461818,1759934.048381818,1807943.6547818182,1839554.208306818,2020-03-02,18356486.252524838,18363251.271918647,18861992.9023085,20034875.9678888
1909188.3781818182,1842171.7903418182,1838394.742006818,1858075.086740618,1852312.4596818183,1754016.8703018182,1862582.8517018182,1835866.177461818,1785284.048381818,1824743.6547818182,1852979.208306818,2020-03-03,18637701.47161878,18653217.005590454,19168629.730782818,20215615.2678888
1896788.3781818182,1837371.7903418182,1815032.242006818,1854187.9867406182,1849837.4596818183,1710516.8703018182,1873862.8517018182,1831106.177461818,1782034.048381818,1810943.6547818182,1862391.708306818,2020-03-04,18551465.43550847,18566934.46168268,18969406.040592704,20124073.1678888
1903188.3781818182,1833411.7903418182,1824219.742006818,1863535.5367406183,1846124.9596818183,1723476.8703018182,1876742.8517018182,1842266.177461818,1756534.048381818,1822343.6547818182,1874429.208306818,2020-03-05,18581145.14200915,18599450.47006072,19076686.199797384,20166273.2178888
1871988.3781818182,1791651.7903418182,1804194.742006818,1859278.2367406182,1822062.4596818183,1657296.8703018182,1852622.8517018182,1834666.177461818,1718584.048381818,1735943.6547818182,1868879.208306818,2020-03-06,18120202.811327755,18138106.10697156,18531746.23024522,19817168.4178888
1793588.3781818182,1716411.7903418182,1761157.242006818,1836973.6867406182,1767749.9596818183,1528476.8703018182,1804142.8517018182,1812706.177461818,1562934.048381818,1641443.6547818182,1819191.708306818,2020-03-09,17233109.361474093,17250118.352162,17352310.267407857,19044776.3678888
1739988.3781818182,1712331.7903418182,1760657.242006818,1834937.586740618,1785349.9596818183,1471596.8703018182,1765622.8517018182,1816426.177461818,1603284.048381818,1605143.6547818182,1818479.208306818,2020-03-11,17244569.02592852,17261571.787194002,17213755.607630685,18913817.7678888
1513988.3781818182,1528851.7903418182,1689882.242006818,1786071.1867406182,1677412.4596818183,1388916.8703018182,1639742.8517018182,1739946.177461818,1512584.048381818,1400843.6547818182,1700879.208306818,2020-03-12,15812935.405416546,15828506.248876682,15579003.55050644,17579118.867888797
1409988.3781818182,1595091.7903418182,1749094.742006818,1821702.9367406182,1732137.4596818183,1410276.8703018182,1661102.8517018182,1741066.177461818,1554384.048381818,1567043.6547818182,1709504.208306818,2020-03-13,16414856.341976173,16431050.908462973,16111713.724632533,17951393.117888797
1297588.3781818182,1438731.7903418182,1682332.242006818,1797639.9367406182,1609762.4596818183,1243716.8703018182,1534982.8517018182,1671346.177461818,1464884.048381818,1450943.6547818182,1633941.708306818,2020-03-16,15165340.69829754,15186878.944827335,14740568.280737756,16825870.117888797
1287188.3781818182,1399851.7903418182,1616619.742006818,1760990.1367406182,1524237.4596818183,1173276.8703018182,1467302.8517018182,1629106.177461818,1457884.048381818,1411643.6547818182,1625391.708306818,2020-03-17,14785522.898718001,14806542.671974797,14117994.39632389,16353492.817888798
1261188.3781818182,1319571.7903418182,1530219.742006818,1728782.7367406182,1506087.4596818183,1002036.8703018182,1429022.8517018182,1520506.177461818,1418684.048381818,1394843.6547818182,1619691.708306818,2020-03-18,13963972.13405334,13983786.634839823,13275032.045447381,15730635.4178888
1250788.3781818182,1261851.7903418182,1450869.742006818,1763488.9867406182,1452187.4596818183,982656.8703018182,1444262.8517018182,1529706.177461818,1368234.048381818,1336943.6547818182,1607316.708306818,2020-03-19,13625376.149058081,13651225.869961811,12948543.713672908,15448306.6678888
1320388.3781818182,1261371.7903418182,1502219.742006818,1795048.5367406183,1474462.4596818183,979296.8703018182,1539182.8517018182,1592426.177461818,1468984.048381818,1391243.6547818182,1732454.208306818,2020-03-20,14420132.73424296,14447468.6733868,13630680.899274293,16057078.717888799
1187988.3781818182,973851.7903418182,1325657.242006818,1694539.2367406182,1309737.4596818183,855096.8703018182,1390262.8517018182,1460666.177461818,1335484.048381818,1213643.6547818182,1634279.208306818,2020-03-23,12548332.577600066,12581639.49755249,11609329.791088544,14381206.9178888
1257588.3781818182,957171.7903418182,1382232.242006818,1688338.3867406182,1343974.9596818183,826236.8703018182,1526942.8517018182,1504026.177461818,1395084.048381818,1230443.6547818182,1678041.708306818,2020-03-24,12862937.466507277,12902030.253514443,12068154.566954335,14790081.067888798
1276388.3781818182,1012371.7903418182,1415157.242006818,1734613.3867406182,1399799.9596818183,813276.8703018182,1588262.8517018182,1613786.177461818,1534034.048381818,1270343.6547818182,1717191.708306818,2020-03-25,13715074.81759347,13756703.196271935,12773862.40410869,15375226.067888798
1337735.5221818183,1049962.0823418181,1460389.3732568182,1810425.129947118,1434950.8355568182,974856.8703018182,1674473.3661018182,1678472.209461818,1518434.048381818,1285186.8637818182,1734321.583306818,2020-03-26,14248649.985572364,14292888.415349718,13560141.01965805,15959207.884620298
1239684.6101818183,1093953.4918618181,1389048.703256818,1770012.734010118,1461269.4962818183,945042.9539818182,1697514.274421818,1699241.7452218179,1490459.2383818182,1304304.8843818181,1747568.445806818,2020-03-27,14279648.790139742,14323983.023072507,13420123.4742412,15838100.577788297
1251684.6101818183,1109913.4918618181,1321523.703256818,1746412.484010118,1394444.496281818,950202.9539818182,1654314.274421818,1630561.7452218179,1485259.2383818182,1255704.8843818181,1732155.945806818,2020-03-30,13654478.75015458,13696851.656284178,12857790.806834882,15532177.827788297
1321684.6101818183,1142793.4918618181,1316598.703256818,1767513.884010118,1426481.996281818,878262.9539818182,1687674.274421818,1638521.7452218179,1566559.2383818182,1317504.8843818181,1757543.445806818,2020-03-31,14176594.253679046,14220655.41841454,13162350.633411258,15821139.227788297
1293684.6101818183,1092153.4918618181,1318461.203256818,1740859.4840101183,1392519.496281818,867942.9539818182,1619274.274421818,1556161.745221818,1537709.2383818182,1257804.8843818181,1696568.445806818,2020-04-01,13609464.52862855,13651730.995814504,12540818.595471865,15373139.827788299
1255284.6101818183,1017273.4918618181,1316698.703256818,1750392.134010118,1328994.496281818,834462.9539818182,1586634.274421818,1526601.7452218179,1537109.2383818182,1194504.8843818181,1669230.945806818,2020-04-03,13329156.18945546,13370587.343895555,12100768.396948356,15017187.477788297
1328084.6101818183,1159473.4918618181,1329448.703256818,1824061.934010118,1430056.9962818183,919122.9539818182,1705074.274421818,1572201.7452218179,1657209.2383818182,1259904.8843818181,1747718.445806818,2020-04-07,14497217.52751556,14542244.379887534,13266372.72104368,15932357.277788298
1328084.6101818183,1167633.4918618181,1348923.703256818,1811012.384010118,1418506.996281818,938022.9539818182,1689234.274421818,1563881.745221818,1644909.2383818182,1239804.8843818181,1704180.945806818,2020-04-08,14425574.013768086,14470387.290563662,13146509.04452945,15854195.227788297
1362884.6101818183,1244073.4918618181,1402111.203256818,1843775.0840101182,1482581.996281818,933522.9539818182,1699554.274421818,1631041.745221818,1670809.2383818182,1270404.8843818181,1746405.945806818,2020-04-09,15024362.092419308,15071040.664980564,13736625.029420752,16287165.427788299
1391284.6101818183,1240953.4918618181,1338236.203256818,1862007.434010118,1448069.496281818,951822.9539818182,1702314.274421818,1613761.745221818,1644509.2383818182,1243704.8843818181,1741080.945806818,2020-04-13,14829712.683952348,14875733.16668096,13630000.420105325,16177745.277788298
1385284.6101818183,1235193.4918618181,1312411.203256818,1865801.984010118,1441606.9962818183,969282.9539818182,1707954.274421818,1553681.7452218179,1610359.2383818182,1237104.8843818181,1728555.945806818,2020-04-15,14716682.468362257,14762420.516097657,13422068.671933938,16047237.327788297
1369684.6101818183,1248753.4918618181,1321836.203256818,1858953.284010118,1480656.996281818,982422.9539818182,1678074.274421818,1520321.7452218179,1628109.2383818182,1274304.8843818181,1721355.945806818,2020-04-16,14827981.367739808,14873994.593978666,13423911.272473302,16084473.627788298
1368484.6101818183,1384593.4918618181,1343886.203256818,1864876.484010118,1573194.496281818,1029042.9539818182,1691874.274421818,1564201.7452218179,1679709.2383818182,1302804.8843818181,1784280.945806818,2020-04-17,15279690.011954326,15327127.725183344,14028448.914215745,16586949.327788297
1396884.6101818183,1328793.4918618181,1343973.703256818,1857842.6840101182,1535106.996281818,1008042.9539818182,1746834.274421818,1558561.7452218179,1699709.2383818182,1298604.8843818181,1798418.445806818,2020-04-20,15271610.536295807,15318998.723088834,13951615.940893088,16572773.027788298
1310884.6101818183,1246593.4918618181,1291848.703256818,1868023.184010118,1455081.9962818183,941562.9539818182,1707714.274421818,1520281.745221818,1692109.2383818182,1253004.8843818181,1744980.945806818,2020-04-21,14809266.663918545,14855293.19031615,13330001.194931882,16032086.027788298
1324084.6101818183,1271913.4918618181,1303973.703256818,1872650.684010118,1467044.496281818,959442.9539818182,1730514.274421818,1538721.745221818,1785259.2383818182,1277604.8843818181,1769543.445806818,2020-04-22,15148687.085205492,15195748.015031606,13677062.027730849,16300753.527788298
1347284.6101818183,1269753.4918618181,1310023.703256818,1872835.784010118,1513519.496281818,952482.9539818182,1815594.274421818,1616001.745221818,1802209.2383818182,1265604.8843818181,1842818.445806818,2020-04-23,15357434.354260275,15405128.55452951,14020602.602380816,16608128.627788298
1300484.6101818183,1206633.4918618181,1260973.703256818,1876630.3340101182,1464294.4962818183,919902.9539818182,1769994.274421818,1607961.7452218179,1824259.2383818182,1223304.8843818181,1806630.945806818,2020-04-24,15094439.177212581,15141311.894069236,13627571.1635339,16261070.677788299
1300084.6101818183,1263033.4918618181,1277923.703256818,1880332.3340101182,1500181.996281818,949422.9539818182,1787634.274421818,1659081.7452218179,1833809.2383818182,1230804.8843818181,1821105.945806818,2020-04-27,15305329.980625747,15352877.396557862,13916225.077511808,16503415.177788299
1337684.6101818183,1330473.4918618181,1323861.203256818,1871077.334010118,1533044.4962818183,1022202.9539818182,1778874.274421818,1678081.7452218179,1835609.2383818182,1251204.8843818181,1839330.945806818,2020-04-28,15467908.817346139,15515927.322962202,14249177.725756593,16801445.1777883
1339284.6101818183,1291593.4918618181,1341023.703256818,1890420.284010118,1562194.496281818,1025862.9539818182,1817394.274421818,1679201.7452218179,1839659.2383818182,1286004.8843818181,1873905.945806818,2020-04-29,15752256.89434849,15802815.313066432,14426820.875288328,16946545.627788298
1354884.6101818183,1305633.4918618181,1346448.703256818,1901466.265585118,1589006.996281818,1022382.9539818182,1911354.274421818,1702881.7452218179,1845701.3353818182,1288704.8843818181,1908099.796431818,2020-04-30,16257718.784780907,16309902.933606494,14826334.830822783,17176565.0569883
1276084.6101818183,1204564.1563418182,1286811.066956818,1901241.079468518,1473197.130081818,968234.8475018181,1810969.296741818,1639327.356981818,1845448.1438818183,1218773.0907818181,1907862.394681818,2020-05-04,15323797.353559503,15373011.947988482,14044089.73363194,16532513.1736017
1285284.6101818183,1172164.1563418182,1267848.566956818,1906608.979468518,1453947.1300818182,963614.8475018181,1812169.296741818,1608567.3569818179,1859648.1438818183,1168373.0907818181,1912812.394681818,2020-05-05,15178861.453481182,15228945.35595514,13880446.706347981,16411038.573601699
1289684.6101818183,1171924.1563418182,1293798.566956818,1923082.8794685178,1483509.630081818,972314.8475018181,1795849.296741818,1614367.356981818,1864648.1438818183,1174373.0907818181,1905612.394681818,2020-05-06,15286532.833175316,15337018.794205856,14009963.68001268,16489164.973601699
1302884.6101818183,1192084.1563418182,1282436.066956818,1915123.579468518,1467559.630081818,1006874.8475018181,1794409.296741818,1578687.356981818,1881098.1438818183,1172273.0907818181,1902124.894681818,2020-05-07,15168061.338060101,15218161.506355776,13975487.157221764,16495555.6736017
1320884.6101818183,1155604.1563418182,1273373.566956818,1922527.579468518,1473747.130081818,990254.8475018181,1817209.296741818,1592807.356981818,1895798.1438818183,1147673.0907818181,1908312.394681818,2020-05-08,15254544.705057917,15304866.946326269,14016922.537062488,16498192.1736017
1344084.6101818183,1149844.1563418182,1271098.566956818,1934003.779468518,1426034.630081818,980354.8475018181,1837729.296741818,1569967.356981818,1899898.1438818183,1139573.0907818181,1925187.394681818,2020-05-11,15234263.572282452,15284579.682428552,14016646.28371458,16477775.8736017
1342884.6101818183,1167004.1563418182,1284761.066956818,1946035.279468518,1428509.630081818,997274.8475018181,1848409.296741818,1545087.356981818,1883698.1438818183,1149173.0907818181,1931712.394681818,2020-05-12,15163939.156601673,15214026.522631403,14042603.533621145,16524549.8736017
1352884.6101818183,1232764.1563418182,1307598.566956818,1946960.779468518,1474847.130081818,1000154.8475018181,1863169.296741818,1568207.356981818,1883698.1438818183,1192373.0907818181,1932762.394681818,2020-05-13,15472278.329692073,15523316.25694695,14331648.032429924,16755420.3736017
1350884.6101818183,1203364.1563418182,1295336.066956818,1941037.579468518,1446109.630081818,975434.8475018181,1780729.296741818,1558407.3569818179,1883698.1438818183,1154573.0907818181,1914874.894681818,2020-05-14,15075229.811616307,15125006.901428802,13905923.253789805,16504449.6736017
1352084.6101818183,1171924.1563418182,1288948.566956818,1948071.3794685178,1434009.630081818,964274.8475018181,1767409.296741818,1561927.356981818,1883698.1438818183,1145273.0907818181,1918437.394681818,2020-05-15,15065501.463374417,15115198.062196264,13890856.54378991,16436058.473601699
1310884.6101818183,1100164.1563418182,1251986.066956818,1943999.179468518,1367597.130081818,913934.8475018181,1796689.296741818,1510727.356981818,1883698.1438818183,1078973.0907818184,1936624.894681818,2020-05-18,14548415.021229234,14596457.30570569,13425285.397696821,16095278.7736017
1341284.6101818183,1089844.1563418182,1258573.566956818,1956030.679468518,1372547.130081818,903194.8475018181,1808089.296741818,1524207.356981818,1883698.1438818183,1063973.0907818184,1945024.894681818,2020-05-19,14640504.555010512,14688848.348297197,13652339.698595783,16146467.7736017
1354484.6101818183,1109404.1563418182,1278036.066956818,1958066.779468518,1386847.130081818,890594.8475018181,1811449.296741818,1548127.3569818179,1883698.1438818183,1068173.0907818181,1950874.894681818,2020-05-20,14949585.720763428,14998948.633399626,13775895.149593819,16239756.3736017
1330084.6101818183,1096444.1563418182,1264886.066956818,1959177.3794685178,1383822.130081818,877994.8475018181,1818289.296741818,1540407.356981818,1883698.1438818183,1059473.0907818181,1961412.394681818,2020-05-21,15015045.962323261,15064638.488475498,13727499.094909992,16175689.473601699
1328484.6101818183,1047964.1563418182,1241161.066956818,1959917.779468518,1346972.130081818,867854.8475018181,1866409.296741818,1548327.356981818,1883698.1438818183,1052573.0907818181,1967374.894681818,2020-05-22,14904571.499237396,14953769.237365687,13637282.914927725,16110737.3736017
1339684.6101818183,1058524.1563418182,1224573.566956818,1959732.679468518,1351647.130081818,879674.8475018181,1838809.296741818,1542767.356981818,1883698.1438818183,1055873.0907818181,1961262.394681818,2020-05-26,14887752.998887012,14936912.130421147,13419485.494489793,16096247.2736017
1351684.6101818183,1168204.1563418182,1251448.566956818,1960102.8794685178,1423559.6300818182,904574.8475018181,1898809.296741818,1594247.356981818,1883698.1438818183,1099373.0907818181,1969924.894681818,2020-05-27,15359165.670472814,15409850.893896554,13972002.991227925,16505627.473601699
1364884.6101818183,1177804.1563418182,1254273.566956818,1960287.979468518,1445697.1300818182,926114.8475018181,1903969.296741818,1603807.356981818,1912698.1438818183,1097273.0907818181,1970487.394681818,2020-05-28,15647965.703450266,15699605.179537,14098844.148346275,16617297.573601699
1410484.6101818183,1163404.1563418182,1255761.066956818,1960186.6519063178,1458595.244106818,934274.8475018181,1887350.0545818182,1599418.840821818,1912577.6511478182,1115846.4181818182,1970322.967181818,2020-05-29,15796694.01047034,15862655.105941338,14080138.104660856,16668222.508910498
1427684.6101818183,1192204.1563418182,1307561.066956818,1963333.3519063178,1480595.244106818,954014.8475018181,1905110.0545818182,1618858.840821818,1926010.6511478182,1168346.4181818182,1991922.967181818,2020-06-01,16202069.335092131,16269751.301873783,14512049.565261953,16935642.2089105
1423284.6101818183,1223764.1563418182,1353898.566956818,1962685.501906318,1504795.244106818,983534.8475018181,1922870.0545818182,1692258.840821818,1929646.6511478182,1169846.4181818182,1994422.967181818,2020-06-02,16454264.396718744,16522972.066540347,14826176.25098677,17161007.8589105
1428884.6101818183,1222444.1563418182,1370323.566956818,1959353.7019063178,1527620.2441068182,980714.8475018181,1907870.0545818182,1724938.840821818,1931313.1511478182,1197446.4181818182,1997172.967181818,2020-06-03,16590213.941217693,16662046.135611022,14930730.520199025,17248082.5589105
1407684.6101818183,1185964.1563418182,1345611.066956818,1968701.251906318,1503282.7441068182,959954.8475018181,1920830.0545818182,1685898.840821818,1933333.1511478182,1192046.4181818182,2000372.967181818,2020-06-04,16536708.0258873,16608291.347194145,14889572.161909232,17103680.1089105
1443284.6101818183,1212244.1563418182,1364936.066956818,1973513.8519063178,1528720.244106818,968714.8475018181,1911470.0545818182,1688938.840821818,1934343.1511478182,1273946.4181818182,1996972.967181818,2020-06-05,16723113.071437405,16795493.337624945,15109144.04954189,17297085.2089105
1444884.6101818183,1272124.1563418182,1394161.066956818,1974254.251906318,1536007.744106818,1003814.8475018181,1945670.0545818182,1688018.840821818,1933080.6511478182,1267946.4181818182,2000672.967181818,2020-06-08,16764829.547796695,16837371.7949471,15312479.34728149,17460635.6089105
1438884.6101818183,1247644.1563418182,1378248.566956818,1970459.7019063178,1505070.244106818,1018574.8475018181,1939070.0545818182,1662938.840821818,1931161.6511478182,1253846.4181818182,2001472.967181818,2020-06-09,16565645.739725463,16637318.463054743,15073172.94811621,17347372.0589105
1438484.6101818183,1265404.1563418182,1376261.066956818,1970829.9019063178,1517445.244106818,1061414.847501818,1936070.0545818182,1685218.840821818,1934393.6511478182,1273346.4181818182,2003722.967181818,2020-06-10,16680242.384269755,16752451.916130314,15271924.981858458,17462591.7589105
1438084.6101818183,1231804.1563418182,1352073.566956818,1959261.1519063178,1485270.244106818,1089674.847501818,1914710.0545818182,1658698.840821818,1933737.1511478182,1210646.4181818182,2003122.967181818,2020-06-11,16327136.32054083,16398652.371213466,14931801.882039089,17277084.0089105
1442084.6101818183,1218724.1563418182,1379886.066956818,1967127.9019063178,1493520.244106818,1096034.847501818,1891670.0545818182,1643938.840821818,1936110.6511478182,1222646.4181818182,2000872.967181818,2020-06-12,16444041.386701843,16516076.511295438,15018625.472425174,17292616.7589105
1417684.6101818183,1174564.1563418182,1355198.566956818,1965276.9019063178,1457495.2441068182,1050554.847501818,1882190.0545818182,1619658.840821818,1937019.6511478182,1190546.418181818,2000772.967181818,2020-06-15,16181540.87142916,16252447.804640815,14721378.999114655,17050962.2589105
1393284.6101818183,1155244.1563418182,1358598.566956818,1960834.501906318,1490220.244106818,1040054.8475018181,1915070.0545818182,1642218.840821818,1937878.1511478182,1185746.4181818182,2004272.967181818,2020-06-16,16346922.791541284,16418504.991935607,14764997.394640002,17083423.3589105
1400884.6101818183,1174564.1563418182,1366348.566956818,1971940.501906318,1487745.244106818,1051274.847501818,1923350.0545818182,1616658.840821818,1938282.1511478182,1186346.418181818,2005672.967181818,2020-06-17,16292757.327177543,16364139.353650358,14852101.831344973,17123068.3589105
1406484.6101818183,1212484.1563418182,1398836.066956818,1978604.1019063178,1515520.244106818,1060934.847501818,1947950.0545818182,1663938.840821818,1939393.1511478182,1226546.4181818182,2008472.967181818,2020-06-18,16639845.005977163,16712781.91602459,15156725.86703372,17359165.4589105
1445284.6101818183,1240444.1563418182,1441998.566956818,1981565.7019063178,1547970.244106818,1042274.8475018181,1930310.0545818182,1663378.840821818,1940150.6511478182,1255646.4181818182,2009122.967181818,2020-06-19,16891710.293087102,16969726.515465662,15496170.822321063,17498147.0589105
1460884.6101818183,1271884.1563418182,1477423.566956818,1982028.4519063178,1558420.244106818,1049774.847501818,1926230.0545818182,1705578.840821818,1940251.6511478182,1274846.4181818182,2005472.967181818,2020-06-22,17001854.981656294,17080384.318544112,15698190.72225672,17652795.8089105
1481284.6101818183,1304284.1563418182,1523723.566956818,1982398.6519063178,1581932.744106818,1086374.847501818,1965470.0545818182,1733018.840821818,1940504.1511478182,1303346.4181818182,2008372.967181818,2020-06-23,17265344.820478998,17345035.024016973,15972943.631184287,17910711.0089105
1462084.6101818183,1258684.1563418182,1500961.066956818,1982213.551906318,1504932.7441068182,1039934.8475018181,1952750.0545818182,1696698.840821818,1940807.1511478182,1256246.4181818182,2010872.967181818,2020-06-24,16992126.633414403,17070575.479311574,15540701.287981072,17606186.408910498
1516884.6101818183,1251604.1563418182,1518686.066956818,1982953.9519063178,1513045.244106818,1032074.8475018181,1920590.0545818182,1727018.840821818,1940958.6511478182,1260446.4181818182,2011572.967181818,2020-06-25,16965085.123047117,17043427.901507508,15602812.26231242,17675835.8089105
1520884.6101818183,1259164.1563418182,1493223.566956818,1982766.681673718,1517385.9678068182,1052954.847501818,2034765.004421818,1693690.113781818,1940819.1936438181,1256516.6729818182,2011467.3287618181,2020-06-26,17120244.03314234,17199253.353507042,15772252.538698014,17763638.1440539
1501684.6101818183,1211044.1563418182,1481836.066956818,1994613.0816737178,1501298.4678068182,1037894.8475018181,2021085.004421818,1706130.113781818,1935112.6936438181,1224416.6729818182,2013222.3287618181,2020-06-29,17003833.628756337,17082369.580616325,15582520.779403554,17628338.044053897
1473684.6101818183,1215484.1563418182,1475098.566956818,1986468.681673718,1524123.467806818,1031654.8475018181,2029965.004421818,1710970.113781818,1928497.1936438181,1220216.6729818182,2019072.3287618181,2020-06-30,16986850.241147615,17065242.29007616,15513573.922014117,17615235.6440539
1484884.6101818183,1279324.1563418182,1505823.566956818,1991466.3816737179,1558360.967806818,1052834.847501818,2020245.004421818,1709290.113781818,1945818.6936438181,1258316.6729818182,2021322.3287618181,2020-07-01,17197823.48818995,17277230.688627504,15783569.587597085,17827687.344053898
1489284.6101818183,1255204.1563418182,1508411.066956818,1992206.7816737178,1555198.4678068182,1055654.847501818,2052045.004421818,1706490.113781818,1954454.1936438181,1262216.6729818182,2028567.3287618181,2020-07-02,17398408.837957047,17486822.676156767,15906439.377169952,17859733.2440539
