ADANIENT,AXISBANK,BAJFINANCE,BHARTIARTL,ICICIBANK,INDUSINDBK,INFY,KOTAKBANK,RELIANCE,SBIN,TCS,date,nifty_bh,nifty_tr,universe_bh,wheel
2540055.8326818184,2236837.585861818,2172650.894731818,2458109.3223671187,2220312.578356818,1734040.1449018181,2437647.1298818183,2168909.7997018183,2322009.9857819555,2193573.940831818,2385899.804661819,2021-06-10,25949544.498948842,26371023.161782414,36027268.16743207,24870047.019760437
2542055.8326818184,2225077.585861818,2174057.144731818,2457183.8223671187,2219625.078356818,1722940.1449018181,2439267.1298818183,2166469.7997018183,2331859.9857819555,2194023.940831818,2414699.804661819,2021-06-11,26051115.050084505,26482996.641500432,36024597.32904437,24887260.269760437
2515955.8326818184,2221357.585861818,2175313.394731818,2458294.4223671188,2221000.078356818,1734070.1449018181,2439177.1298818183,2148589.7997018183,2332409.9857819555,2196048.940831818,2415299.804661819,2021-06-14,26071725.957376644,26509838.794370316,35322262.607682765,24857517.11976044
2531655.8326818184,2253757.585861818,2175688.394731818,2459034.8223671187,2227737.578356818,1746160.1449018181,2439987.1298818183,2151669.7997018183,2337809.9857819555,2196723.940831818,2410169.804661819,2021-06-15,26166371.243662145,26606094.63709057,35719954.55017184,24930395.019760437
2516655.8326818184,2252917.585861818,2176344.644731818,2459405.022367119,2226225.078356818,1721485.1449018181,2440077.1298818183,2145229.7997018183,2335609.9857819555,2194473.940831818,2416559.804661819,2021-06-16,25998680.901933305,26435585.294024363,34852740.75066124,24884983.96976044
2501005.8326818184,2229397.585861818,2176644.644731818,2459034.8223671187,2224575.078356818,1686805.1449018181,2440437.1298818183,2150709.7997018183,2341859.9857819555,2194023.940831818,2434739.804661819,2021-06-17,25873119.254709594,26315471.065098975,34132636.251875594,24839233.769760437
2532055.8326818184,2226757.585861818,2179363.394731818,2461441.1223671185,2226500.078356818,1701145.1449018181,2441337.1298818183,2147989.7997018183,2345059.9857819555,2194698.940831818,2431709.804661819,2021-06-18,25859845.830413453,26301914.896866225,35089642.12177005,24888058.819760438
2539805.8326818184,2235037.585861818,2181369.644731818,2461811.3223671187,2230350.078356818,1715995.1449018181,2441607.1298818183,2157669.7997018183,2343959.9857819555,2201898.940831818,2424479.804661819,2021-06-21,25963972.134053342,26407862.107690483,35583282.38837728,24933985.269760437
2541905.8326818184,2235517.585861818,2182082.144731818,2461996.4223671188,2233237.578356818,1707415.1449018181,2442057.1298818183,2146669.7997018183,2347659.9857819555,2204598.940831818,2441759.804661819,2021-06-22,26007255.039366834,26451843.298213385,35543766.96140075,24944900.36976044
2542805.8326818184,2219077.585861818,2182532.144731818,2462366.6223671185,2233375.078356818,1706890.1449018181,2442147.1298818183,2130869.7997018183,2343709.9857819555,2207523.940831818,2421869.804661819,2021-06-23,25865781.771713592,26307952.91287284,35106657.47519675,24893168.069760438
2543705.8326818184,2235637.585861818,2182963.394731818,2462736.8223671187,2237637.578356818,1708300.1449018181,2442417.1298818183,2131989.7997018183,2346624.537781955,2209098.940831818,2473907.1111618187,2021-06-24,26036440.0840925,26482996.641500432,35330434.94628793,24975018.878260434
2543488.6588818184,2288769.0334618175,2182833.2779318183,2462666.459443519,2237578.302056818,1696811.8802618182,2442338.837601818,2129591.029461818,2346472.912781955,2209029.2518318184,2473816.323641819,2021-06-25,26151696.27767014,26600232.827776756,35620936.187810004,25013395.967356835
2548388.6588818184,2294529.0334618175,2180152.0279318183,2463036.6594435186,2238540.802056818,1719416.8802618182,2444798.837601818,2129271.029461818,2346172.912781955,2207904.2518318184,2470996.323641819,2021-06-28,26076425.244239252,26523641.651972987,35561837.47278385,25043207.417356838
2548638.6588818184,2277969.0334618175,2183170.7779318183,2462481.359443519,2236753.302056818,1730111.8802618182,2443838.837601818,2111591.029461818,2348022.912781955,2205654.2518318184,2472136.323641819,2021-06-29,25967187.435590915,26423485.767785423,35405276.72128695,25020368.367356833
2547888.6588818184,2271249.0334618175,2178464.5279318183,2461926.059443519,2232628.302056818,1728356.8802618182,2447438.837601818,2112191.029461818,2356222.912781955,2204079.2518318184,2471686.323641819,2021-06-30,25922750.319469064,26378964.21007127,35284074.14535756,25012131.817356836
2544238.6588818184,2269329.0334618175,2174470.7779318183,2461555.859443519,2232903.302056818,1718291.8802618182,2445278.837601818,2121111.029461818,2353822.912781955,2205879.2518318184,2471926.323641819,2021-07-01,25854322.10725916,26309303.830850974,35060182.78368294,24998807.867356833
2508688.6588818184,2279409.0334618175,2179645.7779318183,2462851.559443519,2238403.302056818,1721306.8802618182,2447078.837601818,2120711.029461818,2365372.912781955,2209704.2518318184,2472226.323641819,2021-07-02,25923904.530277424,26380091.932905193,34656988.13135432,25005398.567356836
2499888.6588818184,2297889.0334618175,2189602.0279318183,2463591.959443519,2242253.302056818,1734566.8802618182,2449778.837601818,2133471.029461818,2373272.912781955,2215104.2518318184,2470606.323641819,2021-07-05,26108825.590502493,26570759.32162773,34646086.11030097,25070025.217356835
2514538.6588818184,2295129.0334618175,2199408.2779318183,2464517.459443519,2242803.302056818,1746491.8802618182,2445698.837601818,2150791.029461818,2368672.912781955,2213979.2518318184,2459536.323641819,2021-07-06,26082278.74191022,26543693.973613635,34777078.57179584,25101566.967356835
2525938.6588818184,2303289.0334618175,2198077.0279318183,2465813.1594435186,2243490.802056818,1762121.8802618182,2446478.837601818,2155791.029461818,2366372.912781955,2216004.2518318184,2463316.323641819,2021-07-07,26183519.518529207,26646751.394675974,34940495.209814705,25146693.917356838
2524538.6588818184,2288649.0334618175,2192639.5279318183,2464702.559443519,2241428.302056818,1762826.8802618182,2446178.837601818,2135551.029461818,2360622.912781955,2210604.2518318184,2463256.323641819,2021-07-08,25933303.10400264,26400238.231448665,34710228.08874848,25090998.317356836
2532838.6588818184,2277129.0334618175,2194552.0279318183,2469885.359443519,2241428.302056818,1756991.8802618182,2448218.837601818,2127511.029461818,2357672.912781955,2211729.2518318184,2462236.323641819,2021-07-09,25870481.0585762,26337449.913247574,34682666.88079344,25080193.617356833
2530088.6588818184,2291529.0334618175,2197964.5279318183,2469330.059443519,2243765.802056818,1768256.8802618182,2446058.837601818,2137871.029461818,2363872.912781955,2214879.2518318184,2461036.323641819,2021-07-12,25875097.901809637,26342183.99972747,34638845.08797963,25124653.317356836
2534638.6588818184,2320929.0334618175,2200027.0279318183,2469515.1594435186,2245828.302056818,1776086.8802618182,2447678.837601818,2149831.029461818,2370222.912781955,2216679.2518318184,2462266.323641819,2021-07-13,26072550.393668327,26543177.100648094,34769447.58182417,25193703.417356838
2523088.6588818184,2322729.0334618175,2200495.7779318183,2469885.359443519,2245828.302056818,1772756.8802618182,2451638.837601818,2151191.029461818,2367222.912781955,2217579.2518318184,2469496.323641819,2021-07-14,26141143.493136566,26615175.155326203,34721817.38790879,25191912.367356833
2533988.6588818184,2330409.0334618175,2201227.0279318183,2469515.1594435186,2246240.802056818,1775756.8802618182,2454398.837601818,2151951.029461818,2367872.912781955,2217579.2518318184,2470246.323641819,2021-07-15,26256976.79211839,26739177.67860604,34780115.99131275,25219185.917356838
2528738.6588818184,2328369.0334618175,2202220.7779318183,2473217.1594435186,2246378.302056818,1763876.8802618182,2454578.837601818,2152111.029461818,2374772.912781955,2218029.2518318184,2469526.323641819,2021-07-16,26255657.69405169,26737838.507740762,34652738.36899455,25211819.167356838
2518838.6588818184,2300289.0334618175,2194627.0279318183,2473587.359443519,2246240.802056818,1730186.8802618182,2454458.837601818,2132991.029461818,2371772.912781955,2218704.2518318184,2467246.323641819,2021-07-19,25973700.48229523,26450633.34558949,34286631.81113278,25108943.117356833
2500188.6588818184,2281929.0334618175,2189208.2779318183,2471736.359443519,2244728.302056818,1689656.8802618182,2455598.837601818,2118151.029461818,2372722.912781955,2217804.2518318184,2475886.323641819,2021-07-20,25775341.110515684,26248700.475640602,33939614.48510437,25017610.867356833
2551838.6588818184,2284809.0334618175,2211164.5279318183,2474512.859443519,2246653.302056818,1703141.8802618182,2457098.837601818,2122311.029461818,2377222.912781955,2220279.2518318184,2481076.323641819,2021-07-22,26091842.20289377,26573672.605615355,34733600.464813024,25130108.617356833
2549988.6588818184,2304369.0334618175,2212064.5279318183,2475253.2594435187,2247065.802056818,1699991.8802618182,2457458.837601818,2134951.029461818,2375422.912781955,2220954.2518318184,2482846.323641819,2021-07-23,26144606.125561647,26634640.12132418,34740069.70692359,25160366.51735683
2558238.6588818184,2307249.0334618175,2212720.7779318183,2475623.459443519,2247615.802056818,1690571.8802618182,2457818.837601818,2148711.029461818,2379922.912781955,2221404.2518318184,2480656.323641819,2021-07-26,26092501.75192712,26581590.159678508,34695334.96036617,25180532.967356835
2546688.6588818184,2253249.0334618175,2213208.2779318183,2475623.459443519,2247753.302056818,1684106.8802618182,2457818.837601818,2115551.029461818,2378522.912781955,2221854.2518318184,2476396.323641819,2021-07-27,25963889.690424174,26453088.492175836,34537081.92769415,25070772.967356835
2558488.6588818184,2232969.0334618175,2213320.7779318183,2475993.6594435186,2247890.802056818,1704536.8802618182,2458238.837601818,2079911.029461818,2375972.912781955,2222079.2518318184,2483536.323641819,2021-07-28,25902798.961210273,26399227.97974328,34627024.99293749,25052938.167356838
2558918.3948818184,2219529.0334618175,2214033.2779318183,2476363.859443519,2248028.302056818,1703696.8802618182,2458358.837601818,2071071.029461818,2383972.912781955,2222529.2518318184,2488957.171641819,2021-07-29,26016653.61309205,26520681.379533947,34808082.02546352,25045458.95135684
2578727.1674818182,2199415.0428218176,2213899.107006818,2476252.4209789187,2247948.371056818,1690404.830611818,2458302.053521818,2081529.056101818,2383896.0543819554,2222349.717381818,2471901.0392418187,2021-07-30,25991260.97530813,26494743.754353773,34717186.45547725,25024624.860587236
2590877.1674818182,2227615.0428218176,2215236.607006818,2479584.2209789185,2250285.871056818,1699119.830611818,2462502.053521818,2089849.056101818,2392946.0543819554,2229099.717381818,2501511.0392418187,2021-08-02,26192588.317737747,26701680.89437818,35063148.56169313,25138626.660587233
2597127.1674818182,2262655.0428218176,2224624.107006818,2486803.1209789184,2253310.871056818,1738989.830611818,2464242.053521818,2103169.056101818,2394846.0543819554,2242824.717381818,2535531.0392418187,2021-08-03,26597551.424213693,27114521.428495914,35550345.63800682,25304123.06058723
2596377.1674818182,2287255.0428218176,2228336.607006818,2488654.1209789184,2258260.871056818,1737189.830611818,2464842.053521818,2136329.056101818,2395696.0543819554,2252949.717381818,2531541.0392418187,2021-08-04,26808689.558514364,27329740.283081926,35683515.0745638,25377431.56058723
2599577.1674818182,2281615.0428218176,2222336.607006818,2494947.5209789188,2257573.371056818,1710894.830611818,2464782.053521818,2144409.056101818,2396896.0543819554,2245524.717381818,2534751.0392418187,2021-08-05,26867719.19699905,27393715.059681207,35656868.6464919,25353307.460587237
2644327.1674818182,2269495.0428218176,2221624.107006818,2496243.2209789185,2257573.371056818,1748334.830611818,2464782.053521818,2147889.056101818,2393946.0543819554,2242824.717381818,2548431.0392418187,2021-08-06,26774722.78329692,27298915.85895477,36434944.47138318,25435470.660587233
2635427.1674818182,2296735.0428218176,2219849.107006818,2496983.6209789184,2259223.371056818,1763934.830611818,2465562.053521818,2149649.056101818,2394646.0543819554,2242824.717381818,2555811.0392418187,2021-08-09,26807782.678593513,27334497.863787528,36142535.44591662,25480646.06058723
2614327.1674818182,2305855.0428218176,2218174.107006818,2498094.2209789185,2259498.371056818,1753074.830611818,2465142.053521818,2155569.056101818,2395546.0543819554,2236524.717381818,2560791.0392418187,2021-08-10,26843810.54454017,27371195.84434136,35896904.388082564,25462596.660587233
2609927.1674818182,2306215.0428218176,2219949.107006818,2497724.0209789188,2258810.871056818,1762374.830611818,2465622.053521818,2148689.056101818,2397146.0543819554,2241474.717381818,2567541.0392418187,2021-08-11,26847355.62059442,27375342.575178586,35820060.39221309,25475473.960587237
2616927.1674818182,2301175.0428218176,2224811.607006818,2498834.6209789184,2260323.371056818,1755849.830611818,2466402.053521818,2153729.056101818,2397496.0543819554,2242149.717381818,2569851.0392418187,2021-08-12,26982810.503318354,27516484.13611145,35925824.88340492,25487549.56058723
2615527.1674818182,2308735.0428218176,2221299.107006818,2499760.1209789184,2261423.371056818,1736244.830611818,2466762.053521818,2153969.056101818,2398196.0543819554,2249799.717381818,2596191.0392418187,2021-08-13,27254379.81779958,27793410.57451605,36128597.70979226,25507907.56058723
2614577.1674818182,2313175.0428218176,2238474.107006818,2500500.5209789188,2261423.371056818,1737174.830611818,2467002.053521818,2153289.056101818,2398546.0543819554,2242374.717381818,2600151.0392418187,2021-08-16,27310359.04200503,27850501.542983275,36126130.50019674,25526687.960587237
2626627.1674818182,2310415.0428218176,2240561.607006818,2500870.7209789185,2261835.871056818,1720929.830611818,2467122.053521818,2156249.056101818,2398696.0543819554,2239674.717381818,2608461.0392418187,2021-08-17,27395358.42367781,27939391.945944488,36292995.216927715,25531443.160587233
2637227.1674818182,2307415.0428218176,2242461.607006818,2501055.8209789186,2261010.871056818,1708539.830611818,2467482.053521818,2147249.056101818,2398846.0543819554,2236524.717381818,2598441.0392418187,2021-08-18,27319922.50298858,27862471.850980826,36358137.39396037,25506253.260587234
2621677.1674818182,2284615.0428218176,2244136.607006818,2501240.9209789187,2261148.371056818,1696569.830611818,2467542.053521818,2126409.056101818,2398996.0543819554,2196474.717381818,2601171.0392418187,2021-08-20,27124778.432746608,27663381.782342445,35904119.250770815,25399980.860587236
2599677.1674818182,2277415.0428218176,2245161.607006818,2501426.0209789188,2262798.371056818,1707954.830611818,2467662.053521818,2138089.056101818,2398796.0543819554,2215599.717381818,2605341.0392418187,2021-08-23,27200544.127952512,27741523.577042855,35850484.67452796,25419920.960587237
2636877.1674818182,2301535.0428218176,2245486.607006818,2501611.1209789184,2263348.371056818,1727694.830611818,2467782.053521818,2129849.056101818,2399346.0543819554,2244849.717381818,2605611.0392418187,2021-08-24,27411847.14951152,27957071.35078876,36344058.508744635,25523991.06058723
2668027.1674818182,2286055.0428218176,2246036.607006818,2501796.2209789185,2263760.871056818,1728339.830611818,2468022.053521818,2126089.056101818,2399296.0543819554,2243949.717381818,2605821.0392418187,2021-08-25,27428418.3189744,27973904.963507596,36645479.027100906,25537193.660587233
2683277.1674818182,2304055.0428218176,2246286.607006818,2501981.3209789186,2264448.371056818,1723479.830611818,2468022.053521818,2127649.056101818,2399496.0543819554,2224411.7458818182,2603899.6374418186,2021-08-26,27432128.282286987,27977722.77518493,36582789.92620142,25547006.887287233
2713422.1133818184,2318495.316661818,2246170.487606818,2501981.3209789186,2264376.889706818,1709887.780961818,2467945.809641818,2140415.202021818,2399414.9284819555,2231949.0404818184,2603835.2742818184,2021-08-27,27544746.279731233,28092609.53889058,36888153.736892894,25597894.164207235
2724772.1133818184,2365175.316661818,2257120.487606818,2501981.3209789186,2270701.889706818,1727317.780961818,2466505.809641818,2156335.202021818,2406714.9284819555,2268174.0404818184,2604585.2742818184,2021-08-30,27917144.1526856,28472417.19166472,37389389.037080064,25749384.164207235
2762222.1133818184,2370815.316661818,2264082.987606818,2501981.3209789186,2271939.389706818,1712977.780961818,2469865.809641818,2167295.202021818,2406664.9284819555,2279649.0404818184,2609085.2742818184,2021-08-31,28248814.872830704,28810628.317825187,38376607.19756265,25816579.164207235
2750772.1133818184,2379695.316661818,2263870.487606818,2501981.3209789186,2272489.389706818,1719922.780961818,2461465.809641818,2162735.202021818,2407214.9284819555,2289549.0404818184,2606715.2742818184,2021-09-01,28156560.45179109,28716545.6909828,38149647.60070343,25816411.664207235
2753622.1133818184,2383895.316661818,2264445.487606818,2501981.3209789186,2273589.389706818,1733452.780961818,2464525.809641818,2176535.202021818,2408314.9284819555,2287749.0404818184,2610075.2742818184,2021-09-02,28416917.432705387,28984955.47256873,38421681.45172369,25858186.664207235
2754272.1133818184,2384375.316661818,2265432.987606818,2501981.3209789186,2273864.389706818,1725787.780961818,2468125.809641818,2183775.202021818,2411264.9284819555,2294949.0404818184,2611095.2742818184,2021-09-03,28564409.085287936,29135388.99976858,38512507.29246567,25874924.164207235
2756422.1133818184,2386655.316661818,2265132.987606818,2501981.3209789186,2274139.389706818,1712077.780961818,2474605.809641818,2176615.202021818,2411264.9284819555,2295399.0404818184,2611665.2742818184,2021-09-06,28653777.97930665,29226570.089736197,38700251.37294492,25865959.164207235
2747672.1133818184,2373815.316661818,2265182.987606818,2501981.3209789186,2274139.389706818,1723012.780961818,2470825.809641818,2174335.202021818,2411614.9284819555,2290224.0404818184,2611455.2742818184,2021-09-07,28627890.679747723,29200115.59159048,38430600.72538643,25844259.164207235
2747472.1133818184,2386055.316661818,2266107.987606818,2501981.3209789186,2274414.389706818,1720897.780961818,2468365.809641818,2189255.202021818,2411664.9284819555,2295174.0404818184,2610645.2742818184,2021-09-08,28613710.37553073,29198036.35261544,38425807.86832929,25872034.164207235
2743472.1133818184,2382455.316661818,2266645.487606818,2501981.3209789186,2274964.389706818,1720597.780961818,2468785.809641818,2195335.202021818,2411864.9284819555,2302149.0404818184,2611215.2742818184,2021-09-09,28639680.118718825,29224573.08055113,38392689.22329003,25879466.664207235
2740722.1133818184,2382695.316661818,2267382.987606818,2501981.3209789186,2273451.889706818,1717117.780961818,2469805.809641818,2202655.202021818,2412414.9284819555,2307549.0404818184,2611755.2742818184,2021-09-13,28616678.3461808,29201114.096183013,38281242.532026485,25887531.664207235
2728972.1133818184,2391695.316661818,2267182.987606818,2501981.3209789186,2274414.389706818,1764082.780961818,2468905.809641818,2215735.202021818,2413164.9284819555,2309799.0404818184,2613255.2742818184,2021-09-14,28657405.498990066,29242687.128570974,38244494.09388768,25949189.164207235
2731022.1133818184,2384255.316661818,2268320.487606818,2501981.3209789186,2275101.889706818,1784272.780961818,2476165.809641818,2217255.202021818,2413414.9284819555,2328924.0404818184,2613345.2742818184,2021-09-15,28887340.78074117,29477288.719365,38623829.66582517,25994059.164207235
2720622.1133818184,2390855.316661818,2268532.987606818,2501981.3209789186,2275651.889706818,1862812.780961818,2474785.809641818,2221175.202021818,2413664.9284819555,2338824.0404818184,2614395.2742818184,2021-09-16,29068799.20854116,29662481.95349788,38823863.742731296,26083301.664207235
2707122.1133818184,2404415.316661818,2266695.487606818,2501981.3209789186,2275651.889706818,1867297.780961818,2473285.809641818,2227375.202021818,2413614.9284819555,2343999.0404818184,2611965.2742818184,2021-09-17,28995671.70946865,29587852.54554062,38594618.61337377,26093404.164207235
2663172.1133818184,2393015.316661818,2267082.987606818,2501981.3209789186,2273864.389706818,1825312.780961818,2470765.809641818,2230655.202021818,2413314.9284819555,2321724.0404818184,2614425.2742818184,2021-09-20,28685271.44564904,29271126.88878891,37876628.942621626,25975314.164207235
2689822.1133818184,2396975.316661818,2269820.487606818,2501981.3209789186,2275376.889706818,1875277.780961818,2478865.809641818,2219095.202021818,2414314.9284819555,2328024.0404818184,2615235.2742818184,2021-09-21,28957500.309163608,29548875.625093244,38421310.45598316,26064789.164207235
2687422.1133818184,2388335.316661818,2270220.487606818,2501981.3209789186,2274414.389706818,1881022.780961818,2479765.809641818,2225935.202021818,2414714.9284819555,2328699.0404818184,2613795.2742818184,2021-09-22,28932190.115008865,29523020.229703046,38342906.19209163,26066306.664207235
2719272.1133818184,2413295.316661818,2271057.987606818,2501981.3209789186,2276751.889706818,1911352.780961818,2481565.809641818,2222135.202021818,2415314.9284819555,2348949.0404818184,2613975.2742818184,2021-09-23,29387773.609794304,29987935.715099618,39062561.26703331,26175651.664207235
2709172.1133818184,2405255.316661818,2272232.987606818,2501981.3209789186,2277301.889706818,1908487.780961818,2482105.809641818,2226695.202021818,2415614.9284819555,2342874.0404818184,2615685.2742818184,2021-09-24,29437652.00544128,30038824.20798029,38938144.01289275,26157406.664207235
2764122.1133818184,2407415.316661818,2272757.987606818,2501855.9878757186,2277851.889706818,1897987.780961818,2481445.809641818,2222135.202021818,2415714.9284819555,2349624.0404818184,2615775.2742818184,2021-09-27,29440784.863349684,30042054.664014958,39438594.948188886,26206686.331104036
2738872.1133818184,2404295.316661818,2272957.987606818,2487899.5878757183,2277989.389706818,1882537.780961818,2481025.809641818,2229735.2020218177,2415714.9284819555,2356824.0404818184,2615775.2742818184,2021-09-28,29265179.933220662,29862875.95166298,38737051.9958014,26163627.431104034
2743222.1133818184,2399255.316661818,2273007.987606818,2482052.9878757186,2277989.389706818,1870702.780961818,2481625.809641818,2224775.202021818,2416114.9284819555,2360199.0404818184,2615445.2742818184,2021-09-29,29203676.985860918,29800064.139236186,38687235.02776486,26144390.831104036
2728622.1133818184,2368895.316661818,2273270.487606818,2475357.6878757183,2278401.889706818,1858402.780961818,2483365.809641818,2222774.938021818,2416264.9284819555,2357465.912856818,2615775.2742818184,2021-09-30,29050084.504719898,29643334.159546938,38374929.04423551,26078597.139479034
2719034.6413818183,2372585.9449018175,2273051.478781818,2472151.4878757186,2278257.178056818,1848893.734581818,2483202.099081818,2222671.313861818,2416146.7606819556,2357309.4229068183,2615609.0032218182,2021-10-01,28908116.575291645,29498468.76383957,38081888.84120621,26058913.065334037
2764184.6413818183,2397905.9449018175,2294676.478781818,2482335.8878757185,2289807.178056818,1866668.734581818,2491902.099081818,2227991.313861818,2427196.7606819556,2374184.4229068183,2627909.0032218182,2021-10-04,29170617.090564325,29766385.16668566,38952451.4930416,26244762.465334035
2767634.6413818183,2406785.9449018175,2297701.478781818,2499781.3878757185,2289669.678056818,1905698.734581818,2498982.099081818,2228351.313861818,2435696.7606819556,2377559.4229068183,2639849.0032218182,2021-10-05,29386701.842615113,29986831.48649141,39254719.858679496,26347710.465334035
2740884.6413818183,2401505.9449018175,2295338.978781818,2497989.6878757183,2280182.178056818,1878068.734581818,2494242.099081818,2219511.313861818,2430896.7606819556,2368784.4229068183,2633579.0032218182,2021-10-06,29096005.606166784,29690216.886944614,38568839.77441286,26240983.765334036
2773034.6413818183,2396945.9449018175,2300926.478781818,2499404.1878757183,2292144.678056818,1907603.734581818,2503482.099081818,2219231.313861818,2435346.7606819556,2371934.4229068183,2644469.0032218182,2021-10-07,29334020.363576405,29933123.68652594,39115421.60138556,26344523.265334036
2786534.6413818183,2408465.9449018175,2304238.978781818,2504590.6878757183,2294619.678056818,1918103.734581818,2511342.099081818,2218311.313861818,2439496.7606819556,2374859.4229068183,2648909.0032218182,2021-10-08,29506904.653942868,30109471.344680265,39575738.464513384,26409472.265334036
2781834.6413818183,2419625.9449018175,2312626.478781818,2502704.6878757183,2303694.678056818,1917488.734581818,2503242.099081818,2227591.313861818,2439646.7606819556,2381159.4229068183,2630249.0032218182,2021-10-11,29590584.93754895,30194896.34934974,39373325.236012615,26419863.765334036
2792234.6413818183,2436305.9449018175,2314576.478781818,2498838.3878757185,2301494.678056818,1922153.734581818,2496762.099081818,2231191.313861818,2439846.7606819556,2385659.4229068183,2626829.0032218182,2021-10-12,29666433.076384023,30272321.57016609,39587053.31671787,26445892.465334035
2802184.6413818183,2433665.9449018175,2317626.478781818,2501195.8878757185,2302594.678056818,1926803.734581818,2499222.099081818,2236231.313861818,2439596.7606819556,2386559.4229068183,2627159.0032218182,2021-10-13,29946411.641040437,30557987.86053358,39850990.03113517,26472839.965334035
2832534.6413818183,2442545.9449018175,2316251.478781818,2499026.9878757186,2306994.678056818,1942733.734581818,2509602.099081818,2236911.313861818,2439696.7606819556,2388134.4229068183,2620949.0032218182,2021-10-14,30237932.313780453,30858291.05351633,40574834.22845939,26535381.065334037
2829834.6413818183,2456945.9449018175,2317163.978781818,2494594.8878757185,2309332.178056818,1953443.734581818,2521422.099081818,2238551.313861818,2440696.7606819556,2389709.4229068183,2634599.0032218182,2021-10-18,30466301.166577354,31091330.27830085,40669769.71115009,26586293.965334035
2813534.6413818183,2440865.9449018175,2307413.978781818,2495066.3878757185,2309744.678056818,1936133.734581818,2522442.099081818,2241391.313861818,2440546.7606819556,2389484.4229068183,2632379.0032218182,2021-10-19,30370171.894966815,30993241.885975476,40258554.7989571,26529002.965334035
2825784.6413818183,2442785.9449018175,2310963.978781818,2516849.6878757183,2310157.178056818,1940333.734581818,2522022.099081818,2239111.313861818,2440046.7606819556,2391059.4229068183,2625959.0032218182,2021-10-20,30119295.9314069,30737237.05556267,40480535.7291742,26565073.765334036
2834934.6413818183,2449985.9449018175,2313601.478781818,2513077.6878757183,2311119.678056818,1931813.734581818,2521302.099081818,2242831.313861818,2439196.7606819556,2392409.4229068183,2609609.0032218182,2021-10-21,29973370.707778558,30592524.372322395,40369725.153026134,26559881.765334036
2819434.6413818183,2464145.9449018175,2316288.978781818,2518075.5878757183,2312769.678056818,1948373.734581818,2522262.099081818,2244671.313861818,2438696.7606819556,2393984.4229068183,2599259.0032218182,2021-10-22,29869161.9605095,30486119.02409685,39928241.63222468,26577962.165334035
2821134.6413818183,2489465.9449018175,2303576.478781818,2519018.5878757183,2313457.178056818,1934633.734581818,2522322.099081818,2245111.313861818,2441796.7606819556,2395559.4229068183,2596199.0032218182,2021-10-25,29886475.1226349,30503774.934715424,40069765.76969054,26582275.165334035
2832084.6413818183,2485145.9449018175,2319376.478781818,2525148.0878757183,2313594.678056818,1913468.734581818,2523222.099081818,2245311.313861818,2442996.7606819556,2395784.4229068183,2592329.0032218182,2021-10-26,30122263.90205697,30772795.566169728,40369515.92484382,26588462.165334035
2852984.6413818183,2450945.9449018175,2327551.478781818,2530240.2878757184,2313732.178056818,1904543.734581818,2523942.099081818,2245711.313861818,2443496.7606819556,2396009.4229068183,2596409.0032218182,2021-10-27,30027536.172142297,30675964.11491966,40318870.23016517,26585566.865334038
2706884.6413818183,2385905.9449018175,2330288.978781818,2531654.7878757184,2313732.178056818,1954403.734581818,2524242.099081818,2246111.313861818,2443846.7606819556,2396234.4229068183,2548120.4072218183,2021-10-28,29444329.939403933,30080820.136430975,38456739.204936296,26381425.269334037
2731743.4139818186,2346549.757221818,2330108.7615318177,2512265.2117957184,2313620.326156818,1911354.2273118182,2524080.488131818,2245971.637861818,2443723.0451319558,2395994.9727568184,2533681.6309418185,2021-10-29,29138299.187930252,29768158.980726518,38271251.43073684,26289093.472824037
2750093.4139818186,2370069.757221818,2343546.2615318177,2541121.0117957187,2320770.326156818,1995309.2273118182,2546280.488131818,2262411.637861818,2449010.5451319558,2420969.9727568184,2573671.6309418185,2021-11-01,29563708.31444,30202766.914961476,38978641.840800524,26573254.272824038
2771343.4139818186,2378829.757221818,2346496.2615318177,2543761.4117957186,2321870.326156818,1985574.2273118182,2546505.488131818,2263971.637861818,2439373.0451319558,2425469.9727568184,2579971.6309418185,2021-11-02,29496599.200296797,30137817.127995364,39181659.45788995,26603167.172824036
2781593.4139818186,2370669.757221818,2351946.2615318177,2534142.8117957185,2312382.826156818,1955349.2273118182,2549505.488131818,2253771.637861818,2435698.0451319558,2441894.9727568184,2584861.6309418185,2021-11-03,29398079.06344037,30037203.106406525,39126505.95671011,26571816.07282404
2786993.4139818186,2377989.757221818,2353421.2615318177,2537726.2117957184,2309907.826156818,1968414.2273118182,2551830.488131818,2258811.637861818,2441848.0451319558,2444819.9727568184,2595061.6309418185,2021-11-04,29542520.301743682,30184793.83229587,39258475.6810805,26626824.472824037
2816643.4139818186,2374269.757221818,2364283.7615318177,2549796.611795719,2313070.326156818,1826844.2273118182,2558580.488131818,2271411.637861818,2448298.0451319558,2447519.9727568184,2592511.6309418185,2021-11-08,29792736.71627025,30440399.26087166,39861653.20160536,26563229.87282404
2821643.4139818186,2363349.757221818,2362896.2615318177,2553757.2117957184,2319945.326156818,1837074.2273118182,2559480.488131818,2270371.637861818,2451523.0451319558,2450894.9727568184,2595631.6309418185,2021-11-09,29752669.11249433,30399507.56102919,40429323.9564221,26586567.972824037
