ticker,expiry,lot_size,method
ADANIENT,2022-08-25,500,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2022-09-29,500,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2022-10-27,500,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2022-11-24,250,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2022-12-29,250,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2023-01-25,250,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2023-02-23,250,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2023-03-29,250,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2023-04-27,250,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2024-02-29,300,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2024-03-28,300,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2024-04-25,300,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2024-05-30,300,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2024-06-27,300,legacy NSE turnover estimate validated by open-interest divisibility
ADANIENT,2024-07-25,300,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-01-30,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-02-27,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-03-26,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-04-30,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-05-28,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-11-26,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2020-12-31,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-01-28,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-02-25,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-03-25,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-04-29,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-05-27,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-06-24,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-07-29,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-08-26,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-09-30,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-10-28,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-11-25,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2021-12-30,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-01-27,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-02-24,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-03-31,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-04-28,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-05-26,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-06-30,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-07-28,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-08-25,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-09-29,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-10-27,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-11-24,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2022-12-29,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-01-25,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-02-23,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-03-29,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-04-27,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-05-25,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-06-29,1200,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-07-27,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-08-31,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-09-28,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-10-26,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-11-30,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2023-12-28,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-01-25,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-02-29,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-03-28,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-04-25,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-05-30,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-06-27,625,legacy NSE turnover estimate validated by open-interest divisibility
AXISBANK,2024-07-25,625,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-01-30,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-02-27,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-03-26,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-04-30,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-05-28,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-11-26,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2020-12-31,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2021-01-28,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2021-02-25,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2021-03-25,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2021-04-29,250,legacy NSE turnover estimate validated by open-interest divisibility
BAJFINANCE,2021-05-27,125,legacy NSE turnover estimate validated by open-interest divisibility
