date,NIFTY,RELIANCE,SBIN,INDUSINDBK,ICICIBANK,INFY,AXISBANK,BHARTIARTL,BAJFINANCE,TCS,KOTAKBANK,ADANIENT
2025-06-09,25103.2,1448.80,820.05,836.65,1434.80,1572.90,1219.90,1865.10,9607.50,3421.90,2138.20,2582.10
2025-06-10,25104.25,1438.50,817.05,845.05,1422.90,1596.00,1232.80,1857.10,9497.50,3462.90,2151.10,2613.10
2025-06-11,25141.4,1448.90,815.05,836.30,1431.00,1631.10,1231.40,1860.20,9425.00,3471.90,2145.30,2581.20
2025-06-12,24888.2,1441.60,805.95,829.90,1425.20,1608.60,1212.90,1844.20,9368.50,3434.20,2126.80,2543.70
2025-06-13,24718.6,1427.90,792.35,816.85,1416.10,1602.00,1205.80,1840.40,9331.00,3445.70,2107.40,2507.90
2025-06-16,24946.5,1437.80,792.50,821.25,1426.90,1623.80,1215.40,1861.30,938.00,3496.30,2139.00,2544.00
2025-06-17,24853.4,1431.20,792.30,809.15,1423.20,1639.90,1215.10,1854.80,923.00,3515.30,2136.80,2488.50
2025-06-18,24812.05,1430.10,791.90,850.50,1412.60,1632.90,1221.00,1865.90,919.00,3451.40,2132.40,2459.10
2025-06-19,24793.25,1433.30,785.10,837.50,1411.30,1618.40,1217.50,1877.00,900.50,3424.00,2146.40,2420.60
2025-06-20,25112.4,1466.20,796.15,840.25,1427.10,1622.90,1220.70,1936.70,905.00,3435.70,2169.80,2448.40
2025-06-23,24971.9,1456.80,790.20,839.90,1420.10,1584.00,1214.10,1936.30,915.50,3393.60,2184.10,2472.00
2025-06-24,25044.35,1450.80,795.40,831.95,1424.10,1581.60,1221.20,1933.60,916.50,3390.40,2223.60,2505.60
2025-06-25,25244.75,1467.30,800.05,829.80,1425.80,1614.90,1213.30,1965.60,928.00,3444.80,2198.30,2527.20
2025-06-26,25549.0,1495.30,797.05,836.10,1439.10,1616.00,1233.50,2014.30,951.50,3441.80,2203.90,2586.20
2025-06-27,25637.8,1515.40,805.40,857.70,1462.20,1608.00,1225.10,2027.10,947.00,3441.10,2207.90,2646.30
2025-06-30,25517.05,1500.60,820.35,872.10,1445.80,1601.80,1199.20,2009.60,936.50,3462.00,2163.50,2619.40
2025-07-01,25541.8,1528.40,820.30,879.10,1432.00,1606.80,1173.30,2019.40,936.65,3429.70,2183.60,2621.80
2025-07-02,25453.4,1518.80,812.90,857.65,1427.80,1610.50,1175.30,2033.30,923.00,3423.30,2169.10,2630.20
2025-07-03,25405.3,1517.80,807.10,862.40,1425.90,1618.70,1171.10,2019.30,910.15,3400.80,2126.60,2611.20
2025-07-04,25461.0,1527.30,811.85,856.25,1442.80,1640.70,1177.60,2017.20,925.30,3419.80,2129.80,2599.10
2025-07-07,25461.3,1541.50,806.85,854.45,1435.70,1627.00,1175.10,2033.90,924.65,3411.70,2149.80,2576.10
2025-07-08,25522.5,1537.60,812.65,850.30,1442.00,1638.70,1165.40,2030.00,927.65,3406.20,2224.50,2591.30
2025-07-09,25476.1,1519.00,810.95,840.75,1431.90,1633.70,1164.70,2019.70,940.60,3383.80,2229.30,2583.00
2025-07-10,25355.25,1517.20,808.00,852.85,1424.10,1615.80,1164.30,1964.50,947.65,3382.00,2203.80,2581.00
2025-07-11,25149.85,1495.20,808.65,858.85,1421.90,1594.90,1173.80,1921.90,933.50,3266.00,2220.60,2558.70
2025-07-14,25082.3,1483.70,808.85,867.60,1423.00,1570.30,1172.70,1920.90,918.85,3222.70,2203.80,2581.30
2025-07-15,25195.8,1485.40,816.45,881.00,1430.80,1585.60,1165.90,1934.20,928.40,3252.30,2188.10,2598.20
2025-07-16,25212.05,1485.60,831.70,879.75,1426.40,1607.90,1168.40,1936.60,921.75,3233.10,2179.40,2608.50
2025-07-17,25111.45,1476.40,829.00,865.10,1418.70,1583.50,1159.80,1929.90,923.30,3209.20,2170.80,2616.60
2025-07-18,24968.4,1476.00,823.35,870.05,1425.80,1586.10,1099.30,1901.00,942.00,3189.90,2140.50,2596.10
2025-07-21,25090.7,1428.60,824.20,858.80,1465.80,1584.30,1099.60,1909.20,948.45,3158.20,2165.20,2619.50
2025-07-22,25060.9,1412.80,815.00,843.20,1473.60,1570.90,1098.00,1906.80,952.55,3159.60,2160.20,2587.80
2025-07-23,25219.9,1424.60,820.65,851.15,1488.60,1574.50,1104.80,1943.80,968.30,3179.10,2170.40,2614.50
2025-07-24,25062.1,1402.90,815.70,847.90,1483.40,1552.50,1095.10,1936.10,958.95,3148.00,2142.10,2608.40
2025-07-25,24837.0,1391.70,806.55,823.70,1477.10,1515.70,1086.10,1937.90,913.75,3135.80,2124.60,2550.10
2025-07-28,24680.9,1387.60,797.15,802.05,1488.40,1516.00,1073.60,1890.30,880.50,3079.30,1966.60,2522.30
2025-07-29,24821.1,1417.10,799.20,808.20,1486.20,1513.70,1064.20,1918.30,886.55,3056.00,1972.70,2547.90
2025-07-30,24855.05,1410.10,801.65,801.90,1482.40,1519.00,1073.30,1932.60,884.85,3053.60,1959.70,2532.90
2025-07-31,24768.35,1390.20,796.55,798.90,1481.40,1509.00,1068.40,1914.30,881.20,3036.80,1978.60,2430.70
2025-08-01,24565.35,1393.70,794.00,783.70,1471.60,1469.60,1062.40,1884.40,875.60,3003.00,1992.40,2350.90
2025-08-04,24722.75,1411.50,795.70,804.05,1463.20,1480.50,1068.60,1914.60,885.30,3074.40,1997.00,2363.60
2025-08-05,24649.55,1391.70,800.60,819.15,1444.40,1460.30,1070.80,1931.80,891.90,3063.90,2003.00,2328.20
2025-08-06,24574.2,1392.80,805.15,803.35,1443.60,1436.70,1071.00,1929.70,876.65,3032.30,2002.40,2300.30
2025-08-07,24596.15,1389.40,805.15,807.35,1440.30,1436.90,1076.20,1922.60,879.10,3047.00,1992.10,2249.80
2025-08-08,24363.3,1367.80,804.30,782.45,1435.90,1423.10,1058.10,1858.60,877.15,3036.40,1952.70,2178.10
2025-08-11,24585.05,1386.20,823.45,783.25,1436.60,1428.20,1073.30,1857.40,877.80,3040.80,1975.90,2283.40
2025-08-12,24487.4,1380.40,820.60,783.05,1422.00,1424.10,1070.00,1850.30,853.00,3035.40,1959.00,2288.20
2025-08-13,24619.35,1382.60,821.85,773.45,1420.80,1426.60,1066.00,1867.40,860.00,3036.20,1987.70,2280.10
2025-08-14,24631.3,1373.80,826.55,769.75,1427.30,1447.70,1068.20,1873.80,861.45,3022.30,1978.20,2281.60
2025-08-18,24876.95,1381.70,827.65,788.65,1434.60,1435.80,1082.60,1892.30,905.20,3011.20,2001.40,2333.60
2025-08-19,24980.65,1420.10,830.40,785.50,1436.30,1440.00,1083.20,1909.70,902.30,3016.20,2029.90,2388.40
2025-08-20,25050.55,1413.00,828.95,778.20,1430.60,1496.20,1080.20,1928.40,887.80,3098.60,2017.50,2387.10
2025-08-21,25083.75,1424.80,825.70,767.45,1446.00,1496.40,1078.90,1929.90,895.60,3102.60,2017.80,2377.20
2025-08-22,24870.1,1409.20,816.25,760.10,1436.40,1487.50,1070.90,1933.30,894.50,3054.00,1986.60,2324.90
2025-08-25,24967.75,1412.60,816.45,770.85,1433.20,1532.10,1070.00,1930.70,900.80,3140.60,1983.30,2302.90
2025-08-26,24712.05,1384.90,807.85,756.40,1416.60,1529.60,1050.10,1904.70,876.25,3157.20,1965.70,2272.00
2025-08-28,24500.9,1385.90,801.95,746.60,1399.10,1500.10,1051.90,1881.10,876.85,3093.70,1944.70,2275.20
2025-08-29,24426.85,1357.20,802.50,739.50,1397.80,1469.60,1045.20,1888.80,877.85,3084.70,1960.30,2244.70
2025-09-01,24625.05,1353.90,806.05,752.85,1411.00,1499.40,1061.50,1900.60,889.35,3112.60,1968.60,2284.20
2025-09-02,24579.6,1366.50,803.90,751.20,1394.20,1498.70,1056.20,1887.20,890.10,3111.50,1942.50,2274.20
2025-09-03,24715.05,1372.60,812.15,768.10,1397.00,1479.10,1054.70,1883.90,896.30,3097.50,1960.20,2288.70
2025-09-04,24734.3,1359.30,809.40,754.85,1405.50,1463.00,1050.40,1880.40,934.75,3095.70,1949.70,2278.80
2025-09-05,24741.0,1375.00,806.60,757.05,1402.80,1444.60,1055.90,1895.30,937.60,3048.30,1945.50,2281.40
2025-09-08,24773.15,1378.50,808.80,750.75,1402.70,1432.90,1055.50,1887.70,944.30,3019.00,1950.10,2310.90
2025-09-09,24868.6,1376.20,808.85,746.15,1403.70,1504.30,1052.20,1893.70,948.40,3049.40,1960.40,2311.60
2025-09-10,24973.1,1377.00,818.20,751.25,1403.90,1532.60,1070.10,1891.40,967.95,3110.00,1973.30,2340.20
2025-09-11,25005.5,1383.30,823.65,748.60,1401.60,1509.70,1087.40,1913.00,970.25,3124.20,1972.30,2398.80
2025-09-12,25114.0,1395.00,823.55,740.50,1417.70,1525.60,1105.30,1902.60,1003.25,3133.40,1972.30,2392.00
2025-09-15,25069.2,1399.30,824.75,739.90,1419.40,1508.40,1104.40,1904.50,1009.85,3111.90,1970.80,2383.40
2025-09-16,25239.1,1405.30,831.55,742.25,1421.60,1511.30,1121.20,1939.50,1003.25,3145.70,2021.70,2399.40
2025-09-17,25330.25,1413.80,857.15,739.05,1419.20,1522.40,1126.00,1941.30,1007.50,3172.80,2050.30,2402.00
2025-09-18,25423.6,1415.00,854.35,735.45,1421.70,1540.60,1133.00,1941.10,996.50,3176.70,2054.60,2402.00
2025-09-19,25327.05,1407.40,862.35,744.40,1402.20,1540.20,1135.90,1962.40,992.45,3169.20,2031.00,2524.00
2025-09-22,25202.35,1390.60,855.25,734.30,1401.50,1499.50,1144.40,1956.20,1006.50,3073.80,2021.70,2629.50
2025-09-23,25169.5,1389.80,870.60,755.25,1394.30,1497.50,1170.80,1938.70,1025.50,3062.40,2047.70,2676.40
2025-09-24,25056.9,1383.00,866.20,740.75,1382.70,1494.60,1158.90,1931.10,1029.75,3035.40,2031.30,2619.80
2025-09-25,24890.85,1372.40,861.15,740.75,1375.80,1484.80,1166.60,1935.60,1012.75,2957.40,2013.50,2576.40
2025-09-26,24654.7,1377.60,856.95,712.75,1359.60,1448.90,1154.00,1916.60,985.10,2899.10,1994.80,2543.70
2025-09-29,24634.9,1372.80,870.75,723.40,1348.10,1441.80,1132.20,1902.20,990.95,2896.10,1991.60,2509.50
2025-09-30,24611.1,1364.00,872.45,735.55,1348.00,1441.80,1131.60,1878.40,998.90,2888.40,1992.70,2505.90
2025-10-01,24836.3,1368.70,864.10,743.15,1372.00,1445.80,1159.50,1867.60,987.70,2914.20,2063.30,2592.70
2025-10-03,24894.25,1363.40,867.30,747.40,1365.20,1446.60,1181.00,1896.70,989.75,2901.90,2100.50,2589.90
2025-10-06,25077.65,1375.00,874.05,739.30,1363.40,1476.00,1212.80,1903.10,1008.90,2988.40,2146.00,2573.50
2025-10-07,25108.3,1384.80,864.70,749.00,1375.90,1458.50,1186.80,1929.00,1016.55,2973.70,2126.90,2542.20
2025-10-08,25046.15,1367.40,858.25,740.95,1370.30,1495.00,1180.60,1943.50,1023.15,3027.20,2117.80,2524.10
2025-10-09,25181.8,1377.80,862.10,749.15,1376.20,1509.30,1167.40,1942.00,1024.10,3061.70,2144.60,2542.40
2025-10-10,25285.35,1381.70,880.65,763.35,1380.30,1514.90,1180.40,1939.90,1023.85,3028.30,2150.10,2550.90
2025-10-13,25227.35,1375.00,882.95,759.90,1379.40,1493.20,1189.60,1954.90,1036.75,3007.20,2152.10,2527.40
2025-10-14,25145.5,1375.90,876.95,750.40,1384.10,1489.90,1176.80,1946.60,1019.15,2960.30,2151.80,2517.00
2025-10-15,25323.55,1374.30,886.10,740.10,1398.40,1474.40,1169.60,1968.50,1059.90,2969.80,2149.60,2532.80
2025-10-16,25585.3,1398.30,886.95,739.50,1417.30,1471.50,1196.30,1967.40,1065.75,2970.70,2205.40,2557.60
2025-10-17,25709.85,1416.80,889.15,751.00,1436.60,1441.10,1200.20,2012.00,1070.10,2962.20,2205.80,2549.40
2025-10-20,25843.15,1466.80,907.50,759.75,1390.30,1460.90,1226.00,2051.50,1081.00,3015.20,2213.80,2548.10
2025-10-21,25868.6,1465.20,907.85,758.45,1382.00,1472.40,1237.30,2043.50,1086.50,3006.70,2197.00,2549.90
2025-10-23,25891.4,1448.40,911.55,759.60,1363.70,1528.50,1258.80,2007.90,1094.15,3073.20,2225.60,2545.80
2025-10-24,25795.15,1451.60,904.50,755.05,1377.70,1525.40,1241.90,2029.30,1089.75,3063.20,2187.00,2504.20
2025-10-27,25966.05,1484.10,922.75,770.05,1377.60,1504.50,1254.10,2080.10,1084.40,3084.90,2148.60,2492.80
2025-10-28,25936.2,1486.90,930.25,799.75,1363.10,1500.20,1246.30,2090.20,1072.75,3057.90,2160.80,2494.40
2025-10-29,26053.9,1504.20,939.75,807.45,1370.40,1510.40,1248.80,2100.60,1062.95,3057.60,2150.50,2537.40
2025-10-30,25877.85,1488.50,934.35,800.95,1362.40,1493.80,1238.60,2066.30,1052.30,3035.30,2137.20,2526.90
2025-10-31,25722.1,1486.40,937.00,794.80,1345.30,1482.30,1232.80,2054.50,1042.80,3058.00,2102.20,2481.00
2025-11-03,25763.35,1484.70,949.70,796.90,1346.40,1485.50,1233.70,2074.00,1043.10,3016.80,2113.50,2467.00
2025-11-04,25597.65,1473.10,957.60,790.20,1336.90,1467.90,1226.60,2113.30,1057.00,2990.20,2096.60,2419.80
2025-11-06,25509.7,1496.10,960.75,786.20,1320.40,1466.70,1228.50,2094.90,1041.90,3010.90,2083.20,2314.30
2025-11-07,25492.3,1478.00,955.85,797.25,1343.00,1476.80,1222.80,2001.20,1066.60,2991.80,2088.30,2369.40
2025-11-10,25574.35,1489.30,951.15,799.35,1348.00,1513.50,1217.00,2019.80,1085.00,3025.20,2092.70,2370.70
2025-11-11,25694.95,1493.40,953.30,826.10,1358.30,1530.30,1222.50,2042.30,1005.20,3047.00,2086.90,2366.80
2025-11-12,25875.8,1511.50,957.15,864.40,1358.90,1551.70,1221.60,2073.80,1013.20,3131.80,2084.50,2484.50
2025-11-13,25879.15,1510.90,954.00,863.45,1385.90,1541.80,1225.20,2091.80,1005.40,3105.70,2075.20,2488.20
2025-11-14,25910.05,1518.90,967.85,848.25,1373.00,1502.80,1241.60,2100.70,1018.50,3106.00,2079.70,2516.80
2025-11-17,26013.45,1518.30,973.35,854.05,1379.00,1507.60,1249.60,2112.20,1026.80,3102.20,2102.90,2462.00
2025-11-18,25910.05,1519.40,972.45,847.95,1373.40,1486.40,1265.40,2149.20,1013.60,3087.10,2093.10,2436.80
2025-11-19,26052.65,1518.90,982.75,839.60,1383.10,1541.10,1270.40,2159.80,1005.60,3147.70,2105.90,2433.10
2025-11-20,26192.15,1549.10,981.55,829.40,1383.00,1536.50,1285.20,2158.30,1028.60,3144.80,2098.70,2446.10
2025-11-21,26068.15,1546.60,972.60,846.55,1369.50,1545.00,1275.80,2162.70,1004.10,3150.60,2087.80,2422.30
2025-11-24,25959.5,1535.90,970.60,836.05,1368.40,1548.00,1269.00,2152.10,994.00,3141.20,2087.30,2399.20
2025-11-25,25884.8,1539.70,983.60,839.90,1357.80,1530.60,1266.30,2161.60,986.20,3119.20,2069.90,2332.90
2025-11-26,26205.3,1569.90,983.90,850.70,1375.00,1557.90,1290.20,2126.80,1010.70,3162.90,2103.80,2315.00
2025-11-27,26215.55,1563.40,972.85,857.45,1392.20,1566.40,1287.30,2115.60,1033.80,3136.60,2110.20,2255.00
2025-11-28,26202.95,1567.50,979.00,858.55,1388.80,1560.10,1279.70,2101.60,1037.50,3137.50,2124.40,2280.20
2025-12-01,26175.75,1566.10,973.10,847.15,1390.10,1564.00,1275.70,2089.70,1021.10,3133.40,2147.60,2262.00
2025-12-02,26032.2,1546.30,967.30,850.30,1373.00,1561.00,1258.00,2104.00,1025.50,3135.70,2142.40,2239.60
2025-12-03,25986.0,1538.80,951.05,846.90,1391.50,1578.70,1270.70,2086.00,1021.40,3180.00,2146.10,2189.80
2025-12-04,26033.75,1535.60,948.10,863.00,1386.70,1597.60,1280.00,2103.80,1029.10,3229.20,2135.40,2217.90
2025-12-05,26186.45,1540.60,971.50,870.10,1392.50,1616.20,1282.50,2108.80,1048.00,3238.20,2154.90,2265.40
2025-12-08,25960.55,1543.00,956.40,841.40,1389.60,1610.80,1273.80,2086.20,1026.40,3236.50,2131.60,2216.20
2025-12-09,25839.65,1529.40,959.35,844.35,1375.20,1599.00,1275.90,2089.70,1016.70,3208.30,2127.70,2245.20
2025-12-10,25758.0,1536.90,959.75,833.85,1363.60,1584.80,1278.60,2067.00,1010.30,3189.20,2129.50,2211.60
2025-12-11,25898.55,1545.00,963.25,835.55,1360.00,1598.00,1272.70,2053.20,1006.40,3191.90,2180.20,2277.70
2025-12-12,26046.95,1556.50,963.15,846.15,1366.00,1598.20,1286.10,2083.40,1017.30,3220.50,2176.60,2282.40
2025-12-15,26027.3,1556.20,967.25,851.25,1365.20,1606.80,1284.80,2069.70,1012.70,3230.20,2181.30,2278.90
2025-12-16,25860.1,1542.30,961.15,845.05,1366.00,1592.90,1219.60,2102.00,998.40,3205.10,2182.40,2247.90
2025-12-17,25818.55,1544.40,975.85,833.85,1352.40,1602.00,1224.70,2108.00,999.60,3217.80,2173.20,2232.50
2025-12-18,25815.55,1544.40,977.55,834.90,1356.80,1626.80,1229.80,2092.00,1000.30,3280.80,2164.60,2229.30
2025-12-19,25966.4,1565.10,980.30,844.70,1354.10,1638.70,1230.60,2097.70,1008.30,3282.00,2159.50,2239.00
2025-12-22,26172.4,1575.40,974.30,856.40,1368.50,1689.60,1233.20,2147.60,1007.80,3324.90,2149.70,2263.50
2025-12-23,26177.15,1570.70,971.90,849.90,1363.00,1668.30,1225.00,2122.90,1011.40,3310.00,2162.70,2248.80
2025-12-24,26142.1,1558.20,968.95,848.05,1359.80,1663.40,1226.30,2123.70,1011.70,3319.00,2163.70,2222.70
2025-12-26,26042.3,1559.20,966.30,849.85,1350.40,1656.10,1228.20,2105.40,1000.00,3280.00,2164.20,2229.90
2025-12-29,25942.1,1545.60,965.05,839.60,1343.30,1644.70,1232.00,2081.60,998.00,3251.50,2158.60,2203.20
2025-12-30,25938.85,1539.80,973.45,841.50,1342.50,1621.60,1246.00,2099.80,989.30,3246.80,2152.70,2214.70
2025-12-31,26129.6,1570.40,982.20,864.20,1342.90,1615.40,1269.40,2105.60,986.80,3206.20,2201.10,2239.70
2026-01-01,26146.55,1575.60,984.75,890.20,1338.00,1629.80,1274.40,2110.40,973.10,3227.40,2217.80,2260.00
2026-01-02,26328.55,1592.30,998.95,902.45,1355.40,1640.40,1266.90,2106.30,990.45,3250.70,2195.10,2279.80
2026-01-05,26250.3,1578.10,1005.55,899.95,1371.50,1606.40,1285.80,2105.00,978.75,3216.10,2190.90,2279.50
2026-01-06,26178.7,1507.60,1018.90,914.25,1411.20,1612.20,1293.80,2105.30,977.35,3255.80,2146.40,2259.10
2026-01-07,26140.75,1504.20,1007.15,897.85,1427.70,1639.00,1295.50,2084.20,968.80,3295.60,2144.00,2274.10
2026-01-08,25876.85,1470.60,998.00,883.45,1435.00,1613.30,1286.80,2066.30,971.95,3203.90,2133.00,2214.00
2026-01-09,25683.3,1475.30,1000.50,882.25,1404.30,1614.10,1272.00,2027.10,959.60,3207.80,2126.80,2153.70
2026-01-12,25790.25,1483.20,1015.15,905.45,1413.10,1595.90,1274.20,2044.00,951.90,3239.60,2133.30,2171.60
2026-01-13,25732.3,1452.80,1028.45,910.55,1437.00,1599.00,1262.00,2026.90,949.00,3268.00,2132.60,2158.50
2026-01-14,25665.6,1458.80,1028.35,944.50,1418.40,1599.80,1298.80,2022.50,945.95,3192.50,421.00,2153.30
2026-01-16,25694.35,1457.90,1042.30,953.85,1410.80,1689.80,1294.20,2016.40,950.25,3206.70,418.20,2157.30
2026-01-19,25585.5,1413.60,1038.40,949.80,1380.60,1681.20,1307.50,2010.00,969.45,3163.60,426.90,2134.60
2026-01-20,25232.5,1394.00,1036.40,905.15,1375.80,1658.90,1293.50,1996.00,933.20,3102.30,423.80,2055.10
2026-01-21,25157.5,1404.60,1028.65,907.15,1349.00,1654.40,1284.90,1996.10,936.25,3122.60,421.60,2032.20
2026-01-22,25289.9,1402.50,1048.35,902.45,1345.50,1663.50,1294.80,2002.20,942.85,3150.40,426.00,2086.40
2026-01-23,25048.65,1386.10,1029.50,892.45,1343.40,1670.80,1258.00,1984.70,927.85,3162.50,422.80,1864.20
2026-01-27,25175.4,1380.50,1053.15,894.75,1361.40,1682.70,1315.80,1973.40,914.70,3158.00,408.70,1959.50
2026-01-28,25342.75,1396.70,1063.50,901.70,1367.70,1666.50,1319.80,1957.70,935.15,3200.10,412.40,1994.70
2026-01-29,25418.9,1391.00,1066.20,898.40,1383.60,1659.50,1363.70,1967.90,935.15,3144.40,412.40,2019.20
2026-01-30,25320.65,1395.40,1077.15,896.10,1355.00,1641.00,1370.40,1968.70,929.85,3123.90,408.00,2020.40
2026-02-02,25088.4,1390.40,1028.70,910.25,1352.80,1629.40,1311.50,1965.40,903.70,3169.60,408.20,1995.40
2026-02-03,25727.55,1437.10,1064.20,922.40,1389.70,1656.00,1356.20,1997.30,964.40,3225.30,415.80,2202.60
2026-02-04,25776.0,1456.80,1068.20,921.30,1408.40,1535.80,1338.70,2025.80,963.30,2999.10,412.35,2228.20
2026-02-05,25642.8,1443.40,1073.50,914.40,1396.50,1520.20,1330.60,1992.40,964.75,2991.50,408.75,2236.60
2026-02-06,25693.7,1450.80,1066.40,903.60,1406.10,1507.10,1341.60,2038.40,981.70,2941.60,422.35,2226.40
2026-02-09,25867.3,1461.60,1146.00,927.90,1396.30,1497.20,1341.40,2038.20,983.15,2948.20,428.80,2250.10
2026-02-10,25935.15,1458.50,1144.10,927.60,1406.50,1497.80,1356.70,2011.30,965.60,2984.60,429.30,2228.40
2026-02-11,25953.85,1468.70,1182.90,925.00,1406.10,1471.90,1347.30,2012.10,968.95,2909.80,429.55,2234.40
2026-02-12,25807.2,1448.90,1192.40,922.70,1430.00,1386.00,1340.00,2014.50,999.10,2750.10,426.25,2211.80
2026-02-13,25471.1,1419.60,1198.60,926.05,1414.60,1369.10,1332.30,2004.70,1024.75,2692.20,420.65,2136.60
2026-02-16,25682.75,1437.10,1208.10,931.90,1411.60,1365.60,1358.30,2029.40,1012.75,2706.60,425.60,2184.60
2026-02-17,25725.4,1423.00,1213.40,943.80,1407.50,1391.20,1357.20,2020.30,1014.15,2717.40,424.45,2242.90
2026-02-18,25819.35,1441.30,1218.90,944.65,1408.20,1373.70,1377.00,2021.80,1023.80,2694.90,426.35,2211.20
2026-02-19,25454.35,1409.50,1205.70,927.35,1388.80,1370.50,1356.60,1988.60,1017.05,2677.90,416.40,2156.70
2026-02-20,25571.25,1419.40,1216.10,926.05,1394.50,1353.20,1368.30,1977.40,1030.20,2686.20,421.35,2160.80
2026-02-23,25713.0,1428.00,1227.80,919.75,1399.40,1327.50,1386.70,1997.30,1031.00,2676.30,430.70,2191.00
2026-02-24,25424.65,1428.80,1223.30,931.40,1384.80,1275.50,1387.60,1941.00,1023.55,2573.70,427.70,2183.00
2026-02-25,25482.5,1398.50,1200.10,937.35,1400.50,1290.10,1403.00,1913.40,1021.05,2629.30,424.95,2231.70
2026-02-26,25496.55,1406.80,1209.50,964.60,1404.90,1289.10,1395.50,1929.60,1012.95,2647.70,424.55,2216.40
2026-02-27,25178.65,1393.90,1201.70,956.75,1378.90,1300.10,1383.90,1879.30,995.90,2637.40,415.20,2161.80
2026-03-02,24865.7,1358.00,1189.90,942.50,1374.00,1288.90,1372.30,1873.20,978.25,2613.50,413.10,2124.60
2026-03-04,24480.5,1345.00,1174.50,927.55,1365.40,1307.40,1351.30,1905.90,945.10,2587.80,403.35,2076.50
2026-03-05,24765.9,1389.40,1169.50,937.20,1357.60,1305.80,1349.10,1907.00,962.40,2578.80,407.30,2089.20
2026-03-06,24450.45,1404.80,1143.00,917.85,1313.40,1308.40,1315.80,1870.80,950.20,2557.60,399.80,2039.90
2026-03-09,24028.05,1424.00,1098.50,881.20,1278.40,1315.00,1288.30,1866.70,938.05,2527.40,386.35,1999.20
2026-03-10,24261.6,1408.80,1112.20,898.70,1311.90,1295.60,1314.70,1850.40,939.80,2513.10,391.85,1996.50
2026-03-11,23866.85,1390.20,1091.10,877.15,1294.60,1276.30,1255.80,1807.00,893.65,2464.90,383.20,1974.70
2026-03-12,23639.15,1392.20,1085.20,831.35,1266.50,1265.80,1234.50,1801.30,863.10,2442.40,375.30,2002.00
2026-03-13,23151.1,1380.70,1047.00,814.40,1254.80,1248.30,1197.30,1803.40,855.05,2410.50,366.85,1961.10
2026-03-16,23408.8,1395.10,1066.70,825.05,1272.90,1249.80,1214.70,1788.80,878.15,2409.20,369.85,1978.00
2026-03-17,23581.15,1397.60,1064.70,820.85,1288.70,1232.90,1228.10,1827.00,868.60,2391.70,374.20,1975.40
2026-03-18,23777.8,1408.10,1069.80,842.15,1289.30,1267.10,1253.20,1855.40,880.10,2440.80,375.40,2007.20
2026-03-19,23002.15,1384.80,1048.90,816.30,1250.10,1220.80,1207.00,1827.00,832.20,2356.00,368.15,1936.80
2026-03-20,23114.5,1414.40,1058.00,818.60,1245.40,1255.90,1203.90,1846.10,830.55,2390.60,366.75,1927.10
2026-03-23,22512.65,1407.80,1031.90,778.35,1222.70,1256.80,1170.60,1795.90,812.60,2383.80,356.55,1833.00
2026-03-24,22912.4,1411.80,1030.80,797.25,1251.20,1278.30,1192.70,1802.10,849.00,2398.80,366.85,1817.90
2026-03-25,23306.45,1413.10,1060.60,818.40,1259.70,1279.10,1222.10,1834.90,882.75,2377.40,371.10,1886.60
2026-03-27,22819.6,1348.10,1019.50,792.55,1233.80,1269.70,1205.20,1843.90,843.80,2389.80,366.15,1823.00
2026-03-30,22331.4,1343.90,979.40,752.45,1205.90,1250.60,1161.30,1782.40,801.55,2358.90,353.40,1758.80
2026-04-01,22679.4,1369.20,1017.80,785.65,1212.70,1275.70,1193.10,1781.90,817.30,2408.20,356.05,1842.50
2026-04-02,22713.1,1350.50,1018.40,778.70,1215.80,1300.80,1197.90,1789.70,826.85,2450.70,358.00,1834.20
2026-04-06,22968.25,1304.70,1032.75,786.20,1231.40,1306.20,1245.30,1792.80,850.85,2473.90,360.55,1902.20
2026-04-07,23123.65,1304.60,1030.40,784.80,1245.50,1339.40,1250.10,1830.30,855.10,2539.80,362.95,1882.10
2026-04-08,23997.35,1347.80,1061.45,835.95,1309.20,1346.20,1333.00,1861.60,915.05,2559.20,380.15,2043.80
2026-04-09,23775.1,1330.00,1040.95,814.55,1281.30,1331.60,1318.50,1859.40,903.25,2589.00,371.90,2040.50
2026-04-10,24050.6,1350.20,1066.70,830.90,1321.90,1292.50,1350.80,1870.00,924.55,2524.30,374.55,2086.80
2026-04-13,23842.65,1315.10,1063.55,818.90,1351.10,1276.80,1353.60,1870.90,898.95,2472.60,371.90,2129.00
2026-04-15,24231.3,1344.10,1071.50,840.10,1348.10,1305.30,1355.50,1855.70,913.15,2554.90,382.40,2144.40
2026-04-16,24196.75,1343.30,1067.15,847.90,1345.50,1319.20,1349.60,1840.60,905.90,2576.90,379.15,2203.70
2026-04-17,24353.55,1365.00,1080.25,853.90,1346.80,1318.70,1359.10,1846.90,908.25,2581.50,383.60,2218.30
2026-04-20,24364.85,1363.30,1107.85,851.95,1356.20,1312.60,1354.70,1846.10,917.75,2579.60,379.20,2229.60
2026-04-21,24576.6,1353.30,1111.85,856.40,1388.40,1313.20,1377.70,1855.00,938.85,2610.50,382.15,2226.00
2026-04-22,24378.1,1362.10,1103.30,870.10,1367.60,1268.60,1379.60,1829.00,934.75,2538.50,376.85,2260.80
2026-04-23,24173.05,1343.40,1094.25,860.35,1348.00,1240.60,1369.60,1841.20,918.35,2521.80,370.40,2300.00
